INFO: You are running LIKWID in a cpuset with 1 CPUs. Taking given IDs as logical ID in cpuset
[likwid-pin] Main PID -> hwthread 0 - OK
ISA,Layout,Stride,Dims,Frequency (GHz),Cache Line Size (B),Vector Width (e),Cache Lines/Gather
          5832,        163.30,             0,  0.4999403331,  0.0014292039,     27.440715,      9.146905,      1.143363
          8752,        245.06,             0,  0.5002074330,  0.0014443644,     27.731797,      9.243932,      1.155492
         13128,        367.58,             0,  0.4994063260,  0.0014670772,     28.167881,      9.389294,      1.173662
         19696,        551.49,             0,  0.4940328831,  0.0014716560,     28.255795,      9.418598,      1.177325
         29544,        827.23,             0,  0.4916334740,  0.0014845857,     28.504046,      9.501349,      1.187669
         44320,       1240.96,             0,  0.2995230020,  0.0022557378,     43.310166,     14.436722,      1.804590
         66480,       1861.44,             0,  0.4749784550,  0.0028396987,     54.522215,     18.174072,      2.271759
         99720,       2792.16,             0,  0.4985751200,  0.0030209973,     58.003148,     19.334383,      2.416798
        149584,       4188.35,             0,  0.4982469000,  0.0030391274,     58.351246,     19.450415,      2.431302
        224376,       6282.53,             0,  0.4977117600,  0.0030595918,     58.744163,     19.581388,      2.447673
        336568,       9423.90,             0,  0.4973364261,  0.0030784791,     59.106799,     19.702266,      2.462783
        504856,      14135.97,             0,  0.4974977720,  0.0030794534,     59.125506,     19.708502,      2.463563
        757288,      21204.06,             0,  0.4946258879,  0.0031102584,     59.716961,     19.905654,      2.488207
       1135936,      31806.21,             0,  0.4937165159,  0.0034223157,     65.708462,     21.902821,      2.737853
       1703904,      47709.31,             0,  0.4894473280,  0.0037796122,     72.568555,     24.189518,      3.023690
       2555856,      71563.97,             0,  0.4818755490,  0.0049615219,     95.261220,     31.753740,      3.969218
       3833784,     107345.95,             0,  0.4838414220,  0.0057365756,    110.142252,     36.714084,      4.589261
       5750680,     161019.04,             0,  0.4634344340,  0.0061990587,    119.021926,     39.673975,      4.959247
       8626024,     241528.67,             0,  0.4990345191,  0.0064280229,    123.418040,     41.139347,      5.142418
      12939040,     362293.12,             0,  0.4195990870,  0.0064857839,    124.527051,     41.509017,      5.188627
      19408560,     543439.68,             0,  0.3773284541,  0.0064804474,    124.424589,     41.474863,      5.184358
INFO: You are running LIKWID in a cpuset with 1 CPUs. Taking given IDs as logical ID in cpuset
[likwid-pin] Main PID -> hwthread 0 - OK
ISA,Layout,Stride,Dims,Frequency (GHz),Cache Line Size (B),Vector Width (e),Cache Lines/Gather
avx512,AoS,4,3,2.400000,64,8,8

             N,      Size(kB),       cut CLs,     tot. time,  time/LUP(ms),         cy/it,     cy/gather,       cy/elem
           512,         14.34,             0,  0.4615128799,  0.0012181949,     23.389342,      7.796447,      0.974556
           768,         21.50,             0,  0.4756308651,  0.0011978242,     22.998224,      7.666075,      0.958259
          1152,         32.26,             0,  0.4995931759,  0.0011980459,     23.002481,      7.667494,      0.958437
          1728,         48.38,             0,  0.4998956340,  0.0014653307,     28.134350,      9.378117,      1.172265
          2592,         72.58,             0,  0.4966346651,  0.0014648874,     28.125838,      9.375279,      1.171910
          3888,        108.86,             0,  0.4999859829,  0.0014623956,     28.077995,      9.359332,      1.169916
          5832,        163.30,             0,  0.5004510270,  0.0014650803,     28.129542,      9.376514,      1.172064
          8752,        245.06,             0,  0.4994144950,  0.0014829621,     28.472873,      9.490958,      1.186370
         13128,        367.58,             0,  0.4998777701,  0.0015039585,     28.876004,      9.625335,      1.203167
         19696,        551.49,             0,  0.4981777050,  0.0015177524,     29.140846,      9.713615,      1.214202
         29544,        827.23,             0,  0.4908922450,  0.0015090030,     28.972858,      9.657619,      1.207202
         44320,       1240.96,             0,  0.3188149220,  0.0029481465,     56.604413,     18.868138,      2.358517
         66480,       1861.44,             0,  0.4719405400,  0.0039220913,     75.304153,     25.101384,      3.137673
         99720,       2792.16,             0,  0.4903293300,  0.0043207918,     82.959203,     27.653068,      3.456633
        149584,       4188.35,             0,  0.4987905819,  0.0040615326,     77.981426,     25.993809,      3.249226
        224376,       6282.53,             0,  0.4979887010,  0.0041024739,     78.767498,     26.255833,      3.281979
        336568,       9423.90,             0,  0.4980383520,  0.0041218816,     79.140127,     26.380042,      3.297505
        504856,      14135.97,             0,  0.4979539940,  0.0041268986,     79.236453,     26.412151,      3.301519
        757288,      21204.06,             0,  0.4976020360,  0.0041587612,     79.848216,     26.616072,      3.327009
       1135936,      31806.21,             0,  0.4942026060,  0.0044851754,     86.115368,     28.705123,      3.588140
       1703904,      47709.31,             0,  0.4888075400,  0.0056250009,    108.000018,     36.000006,      4.500001
       2555856,      71563.97,             0,  0.4815969080,  0.0069788449,    133.993821,     44.664607,      5.583076
       3833784,     107345.95,             0,  0.4837007340,  0.0078854980,    151.401561,     50.467187,      6.308398
       5750680,     161019.04,             0,  0.4897940119,  0.0085171495,    163.529270,     54.509757,      6.813720
       8626024,     241528.67,             0,  0.4595856479,  0.0088798278,    170.492694,     56.830898,      7.103862
      12939040,     362293.12,             0,  0.4805936391,  0.0092857283,    178.285983,     59.428661,      7.428583
      19408560,     543439.68,             0,  0.3700582420,  0.0095333771,    183.040840,     61.013613,      7.626702
INFO: You are running LIKWID in a cpuset with 1 CPUs. Taking given IDs as logical ID in cpuset
[likwid-pin] Main PID -> hwthread 0 - OK
ISA,Layout,Stride,Dims,Frequency (GHz),Cache Line Size (B),Vector Width (e),Cache Lines/Gather
avx512,AoS,5,3,2.400000,64,8,8

             N,      Size(kB),       cut CLs,     tot. time,  time/LUP(ms),         cy/it,     cy/gather,       cy/elem
           512,         14.34,             0,  0.4603433390,  0.0012095549,     23.223453,      7.741151,      0.967644
           768,         21.50,             0,  0.4999768450,  0.0012305688,     23.626921,      7.875640,      0.984455
          1152,         32.26,             0,  0.4997000290,  0.0012231031,     23.483579,      7.827860,      0.978482
          1728,         48.38,             0,  0.5001234490,  0.0013481865,     25.885181,      8.628394,      1.078549
          2592,         72.58,             0,  0.5005253289,  0.0014265529,     27.389816,      9.129939,      1.141242
          3888,        108.86,             0,  0.5002520850,  0.0014684843,     28.194899,      9.398300,      1.174787
          5832,        163.30,             0,  0.5006482650,  0.0014673613,     28.173337,      9.391112,      1.173889
          8752,        245.06,             0,  0.4997983731,  0.0014832925,     28.479216,      9.493072,      1.186634
         13128,        367.58,             0,  0.4982987710,  0.0015148240,     29.084621,      9.694874,      1.211859
         19696,        551.49,             0,  0.4929975250,  0.0015203072,     29.189898,      9.729966,      1.216246
         29544,        827.23,             0,  0.4941934460,  0.0018911669,     36.310404,     12.103468,      1.512933
         44320,       1240.96,             0,  0.4435985610,  0.0017106465,     32.844413,     10.948138,      1.368517
         66480,       1861.44,             0,  0.4864083130,  0.0021374850,     41.039712,     13.679904,      1.709988
         99720,       2792.16,             0,  0.4941021679,  0.0031802923,     61.061612,     20.353871,      2.544234
        149584,       4188.35,             0,  0.4981892350,  0.0034089029,     65.450936,     21.816979,      2.727122
        224376,       6282.53,             0,  0.4971567730,  0.0034512938,     66.264841,     22.088280,      2.761035
        336568,       9423.90,             0,  0.4979211250,  0.0034891679,     66.992024,     22.330675,      2.791334
        504856,      14135.97,             0,  0.4972764000,  0.0034928603,     67.062918,     22.354306,      2.794288
        757288,      21204.06,             0,  0.4957724620,  0.0035197221,     67.578665,     22.526222,      2.815778
       1135936,      31806.21,             0,  0.4941375210,  0.0039189614,     75.244060,     25.081353,      3.135169
       1703904,      47709.31,             0,  0.4901854120,  0.0051372090,     98.634412,     32.878137,      4.109767
       2555856,      71563.97,             0,  0.4947008850,  0.0060486204,    116.133511,     38.711170,      4.838896
       3833784,     107345.95,             0,  0.4736214080,  0.0065020467,    124.839296,     41.613099,      5.201637
       5750680,     161019.04,             0,  0.4787427241,  0.0064038276,    122.953490,     40.984497,      5.123062
       8626024,     241528.67,             0,  0.4896379110,  0.0070953592,    136.230897,     45.410299,      5.676287
      12939040,     362293.12,             0,  0.4631044830,  0.0071582510,    137.438420,     45.812807,      5.726601
      19408560,     543439.68,             0,  0.4211078461,  0.0072323388,    138.860905,     46.286968,      5.785871
INFO: You are running LIKWID in a cpuset with 1 CPUs. Taking given IDs as logical ID in cpuset
[likwid-pin] Main PID -> hwthread 0 - OK
ISA,Layout,Stride,Dims,Frequency (GHz),Cache Line Size (B),Vector Width (e),Cache Lines/Gather
avx512,AoS,6,3,2.400000,64,8,8

             N,      Size(kB),       cut CLs,     tot. time,  time/LUP(ms),         cy/it,     cy/gather,       cy/elem
           512,         14.34,             0,  0.4651586780,  0.0012330340,     23.674254,      7.891418,      0.986427
           768,         21.50,             0,  0.4997510230,  0.0012184306,     23.393867,      7.797956,      0.974744
          1152,         32.26,             0,  0.5000012150,  0.0012352051,     23.715938,      7.905313,      0.988164
          1728,         48.38,             0,  0.4998380790,  0.0012275374,     23.568719,      7.856240,      0.982030
          2592,         72.58,             0,  0.5008711810,  0.0012332383,     23.678175,      7.892725,      0.986591
          3888,        108.86,             0,  0.4989113340,  0.0013018375,     24.995279,      8.331760,      1.041470
          5832,        163.30,             0,  0.5000414740,  0.0014800026,     28.416051,      9.472017,      1.184002
          8752,        245.06,             0,  0.5002459011,  0.0015068913,     28.932314,      9.644105,      1.205513
         13128,        367.58,             0,  0.4987806700,  0.0015441436,     29.647557,      9.882519,      1.235315
         19696,        551.49,             0,  0.4980610639,  0.0015628815,     30.007324,     10.002441,      1.250305
         29544,        827.23,             0,  0.4958030280,  0.0015535875,     29.828879,      9.942960,      1.242870
         44320,       1240.96,             0,  0.2971780569,  0.0025010373,     48.019917,     16.006639,      2.000830
         66480,       1861.44,             0,  0.4939667730,  0.0020989566,     40.299967,     13.433322,      1.679165
         99720,       2792.16,             0,  0.4950495120,  0.0028580285,     54.874146,     18.291382,      2.286423
        149584,       4188.35,             0,  0.4981708580,  0.0035429524,     68.024687,     22.674896,      2.834362
        224376,       6282.53,             0,  0.4978007080,  0.0035957869,     69.039108,     23.013036,      2.876630
        336568,       9423.90,             0,  0.4965215080,  0.0036336175,     69.765456,     23.255152,      2.906894
        504856,      14135.97,             0,  0.4974858270,  0.0036361677,     69.814419,     23.271473,      2.908934
        757288,      21204.06,             0,  0.4974994080,  0.0036907233,     70.861888,     23.620629,      2.952579
       1135936,      31806.21,             0,  0.4972162370,  0.0040529168,     77.816002,     25.938667,      3.242333
       1703904,      47709.31,             0,  0.4962026480,  0.0040446548,     77.657372,     25.885791,      3.235724
       2555856,      71563.97,             0,  0.4884704580,  0.0043435942,     83.397009,     27.799003,      3.474875
       3833784,     107345.95,             0,  0.4782512180,  0.0051977717,     99.797217,     33.265739,      4.158217
       5750680,     161019.04,             0,  0.4841608340,  0.0070159940,    134.707084,     44.902361,      5.612795
       8626024,     241528.67,             0,  0.4392568100,  0.0072746114,    139.672540,     46.557513,      5.819689
      12939040,     362293.12,             0,  0.4778521081,  0.0073862065,    141.815165,     47.271722,      5.908965
      19408560,     543439.68,             0,  0.4338473870,  0.0074511347,    143.061787,     47.687262,      5.960908
INFO: You are running LIKWID in a cpuset with 1 CPUs. Taking given IDs as logical ID in cpuset
[likwid-pin] Main PID -> hwthread 0 - OK
ISA,Layout,Stride,Dims,Frequency (GHz),Cache Line Size (B),Vector Width (e),Cache Lines/Gather
avx512,AoS,7,3,2.400000,64,8,8

             N,      Size(kB),       cut CLs,     tot. time,  time/LUP(ms),         cy/it,     cy/gather,       cy/elem
           512,         14.34,             0,  0.4637747210,  0.0012263778,     23.546454,      7.848818,      0.981102
           768,         21.50,             0,  0.4994694320,  0.0012438883,     23.882655,      7.960885,      0.995111
          1152,         32.26,             0,  0.4999847349,  0.0012429073,     23.863820,      7.954607,      0.994326
          1728,         48.38,             0,  0.5003524841,  0.0013116496,     25.183673,      8.394558,      1.049320
          2592,         72.58,             0,  0.5000365310,  0.0014752713,     28.325209,      9.441736,      1.180217
          3888,        108.86,             0,  0.5005113540,  0.0014928432,     28.662589,      9.554196,      1.194275
          5832,        163.30,             0,  0.5002215030,  0.0014969434,     28.741313,      9.580438,      1.197555
          8752,        245.06,             0,  0.4991719871,  0.0015240678,     29.262102,      9.754034,      1.219254
         13128,        367.58,             0,  0.4989062330,  0.0015683071,     30.111496,     10.037165,      1.254646
         19696,        551.49,             0,  0.4930926870,  0.0015753315,     30.246366,     10.082122,      1.260265
         29544,        827.23,             0,  0.4920907320,  0.0017812211,     34.199445,     11.399815,      1.424977
         44320,       1240.96,             0,  0.3261943250,  0.0022646093,     43.480499,     14.493500,      1.811687
         66480,       1861.44,             0,  0.4844173890,  0.0025711586,     49.366245,     16.455415,      2.056927
         99720,       2792.16,             0,  0.4971397790,  0.0036576352,     70.226596,     23.408865,      2.926108
        149584,       4188.35,             0,  0.4984129920,  0.0035073621,     67.341353,     22.447118,      2.805890
        224376,       6282.53,             0,  0.4969017670,  0.0036424245,     69.934551,     23.311517,      2.913940
        336568,       9423.90,             0,  0.4970323150,  0.0036919160,     70.884787,     23.628262,      2.953533
        504856,      14135.97,             0,  0.4981444509,  0.0036955281,     70.954140,     23.651380,      2.956423
        757288,      21204.06,             0,  0.4966535029,  0.0037052640,     71.141070,     23.713690,      2.964211
       1135936,      31806.21,             0,  0.4946161420,  0.0041077931,     78.869627,     26.289876,      3.286234
       1703904,      47709.31,             0,  0.4933966789,  0.0054635539,    104.900234,     34.966745,      4.370843
       2555856,      71563.97,             0,  0.4961731470,  0.0062623189,    120.236523,     40.078841,      5.009855
       3833784,     107345.95,             0,  0.4898633030,  0.0067250213,    129.120409,     43.040136,      5.380017
       5750680,     161019.04,             0,  0.4914362689,  0.0071214226,    136.731314,     45.577105,      5.697138
       8626024,     241528.67,             0,  0.4441430999,  0.0073555342,    141.226256,     47.075419,      5.884427
      12939040,     362293.12,             0,  0.4893926809,  0.0075645903,    145.240133,     48.413378,      6.051672
      19408560,     543439.68,             0,  0.4466615990,  0.0076712131,    147.287291,     49.095764,      6.136970
INFO: You are running LIKWID in a cpuset with 1 CPUs. Taking given IDs as logical ID in cpuset
[likwid-pin] Main PID -> hwthread 0 - OK
ISA,Layout,Stride,Dims,Frequency (GHz),Cache Line Size (B),Vector Width (e),Cache Lines/Gather
avx512,AoS,8,3,2.400000,64,8,8

             N,      Size(kB),       cut CLs,     tot. time,  time/LUP(ms),         cy/it,     cy/gather,       cy/elem
           512,         14.34,             0,  0.4606391990,  0.0012085130,     23.203449,      7.734483,      0.966810
           768,         21.50,             0,  0.5008987060,  0.0012444725,     23.893872,      7.964624,      0.995578
          1152,         32.26,             0,  0.4999200429,  0.0012381123,     23.771757,      7.923919,      0.990490
          1728,         48.38,             0,  0.4997453340,  0.0015807756,     30.350891,     10.116964,      1.264620
          2592,         72.58,             0,  0.5002555990,  0.0015684541,     30.114319,     10.038106,      1.254763
          3888,        108.86,             0,  0.4998855080,  0.0015735085,     30.211362,     10.070454,      1.258807
          5832,        163.30,             0,  0.5004052081,  0.0015693058,     30.130671,     10.043557,      1.255445
          8752,        245.06,             0,  0.4990435720,  0.0015982431,     30.686267,     10.228756,      1.278594
         13128,        367.58,             0,  0.4999241821,  0.0016450992,     31.585906,     10.528635,      1.316079
         19696,        551.49,             0,  0.4982456330,  0.0016619666,     31.909758,     10.636586,      1.329573
         29544,        827.23,             0,  0.4950278420,  0.0017450129,     33.504247,     11.168082,      1.396010
         44320,       1240.96,             0,  0.3227211060,  0.0028168717,     54.083937,     18.027979,      2.253497
         66480,       1861.44,             0,  0.4697395260,  0.0039254874,     75.369358,     25.123119,      3.140390
         99720,       2792.16,             0,  0.4947404390,  0.0045726231,     87.794363,     29.264788,      3.658098
        149584,       4188.35,             0,  0.4985995060,  0.0042300011,     81.216022,     27.072007,      3.384001
        224376,       6282.53,             0,  0.4980093060,  0.0043350199,     83.232382,     27.744127,      3.468016
        336568,       9423.90,             0,  0.4964641170,  0.0043641367,     83.791424,     27.930475,      3.491309
        504856,      14135.97,             0,  0.4970343710,  0.0043755876,     84.011282,     28.003761,      3.500470
        757288,      21204.06,             0,  0.4976509489,  0.0044103951,     84.679585,     28.226528,      3.528316
       1135936,      31806.21,             0,  0.4940703310,  0.0048327286,     92.788388,     30.929463,      3.866183
       1703904,      47709.31,             0,  0.4875720040,  0.0060882963,    116.895289,     38.965096,      4.870637
       2555856,      71563.97,             0,  0.4654875920,  0.0075885795,    145.700726,     48.566909,      6.070864
       3833784,     107345.95,             0,  0.4882990329,  0.0084911588,    163.030250,     54.343417,      6.792927
       5750680,     161019.04,             0,  0.4713355140,  0.0091068557,    174.851629,     58.283876,      7.285485
       8626024,     241528.67,             0,  0.4927871770,  0.0095213271,    182.809481,     60.936494,      7.617062
      12939040,     362293.12,             0,  0.3828359949,  0.0098625554,    189.361063,     63.120354,      7.890044
      19408560,     543439.68,             0,  0.3900914030,  0.0100494679,    192.949784,     64.316595,      8.039574
