INFO: You are running LIKWID in a cpuset with 1 CPUs. Taking given IDs as logical ID in cpuset
[likwid-pin] Main PID -> hwthread 0 - OK
ISA,Layout,Stride,Dims,Frequency (GHz),Cache Line Size (B),Vector Width (e),Cache Lines/Gather
          5832,        163.30,          1458,  0.5004614320,  0.0013558913,     26.033112,      8.677704,      1.084713
          8752,        245.06,          2188,  0.4996123289,  0.0013531860,     25.981171,      8.660390,      1.082549
         13128,        367.58,          3282,  0.5001278330,  0.0013551604,     26.019080,      8.673027,      1.084128
         19696,        551.49,          4924,  0.4968317020,  0.0013534180,     25.985626,      8.661875,      1.082734
         29544,        827.23,          7386,  0.4934333609,  0.0013541141,     25.998991,      8.666330,      1.083291
         44320,       1240.96,         11080,  0.4881871899,  0.0016735117,     32.131424,     10.710475,      1.338809
         66480,       1861.44,         16620,  0.2624195371,  0.0020242798,     38.866172,     12.955391,      1.619424
         99720,       2792.16,         24930,  0.4966586180,  0.0021014902,     40.348611,     13.449537,      1.681192
        149584,       4188.35,         37396,  0.4976006170,  0.0019991365,     38.383421,     12.794474,      1.599309
        224376,       6282.53,         56094,  0.4975193070,  0.0020012151,     38.423330,     12.807777,      1.600972
        336568,       9423.90,         84142,  0.4987650031,  0.0020134708,     38.658639,     12.886213,      1.610777
        504856,      14135.97,        126214,  0.4979791020,  0.0020171339,     38.728972,     12.909657,      1.613707
        757288,      21204.06,        189322,  0.4945072110,  0.0020216643,     38.815954,     12.938651,      1.617331
       1135936,      31806.21,        283984,  0.4927544540,  0.0020656532,     39.660541,     13.220180,      1.652523
       1703904,      47709.31,        425976,  0.4907606121,  0.0023416364,     44.959419,     14.986473,      1.873309
       2555856,      71563.97,        638964,  0.4851391260,  0.0030129323,     57.848300,     19.282767,      2.410346
       3833784,     107345.95,        958446,  0.4809851940,  0.0035845614,     68.823579,     22.941193,      2.867649
       5750680,     161019.04,       1437670,  0.4694221109,  0.0038870940,     74.632205,     24.877402,      3.109675
       8626024,     241528.67,       2156506,  0.4822378800,  0.0039932144,     76.669716,     25.556572,      3.194571
      12939040,     362293.12,       3234760,  0.4716900231,  0.0040505325,     77.770225,     25.923408,      3.240426
      19408560,     543439.68,       4852140,  0.4739579500,  0.0040700079,     78.144151,     26.048050,      3.256006
      29112840,     815159.52,       7278210,  0.4786898470,  0.0041106420,     78.924326,     26.308109,      3.288514
      43669264,    1222739.39,      10917316,  0.3560694010,  0.0040768880,     78.276251,     26.092084,      3.261510
      65503896,    1834109.09,      16375974,  0.2726384581,  0.0041621716,     79.913695,     26.637898,      3.329737
      98255848,    2751163.74,      24563962,  0.3968611170,  0.0040390585,     77.549923,     25.849974,      3.231247
     147383776,    4126745.73,      36845944,  0.0000000390,           inf,           inf,           inf,           inf
INFO: You are running LIKWID in a cpuset with 1 CPUs. Taking given IDs as logical ID in cpuset
[likwid-pin] Main PID -> hwthread 0 - OK
ISA,Layout,Stride,Dims,Frequency (GHz),Cache Line Size (B),Vector Width (e),Cache Lines/Gather
avx512,AoS,3,3,2.400000,64,8,8

             N,      Size(kB),       cut CLs,     tot. time,  time/LUP(ms),         cy/it,     cy/gather,       cy/elem
           512,         14.34,           128,  0.4578501920,  0.0011915731,     22.878203,      7.626068,      0.953258
           768,         21.50,           192,  0.4996819660,  0.0011839623,     22.732077,      7.577359,      0.947170
          1152,         32.26,           288,  0.4998223770,  0.0011899532,     22.847101,      7.615700,      0.951963
          1728,         48.38,           432,  0.5003683500,  0.0011970097,     22.982586,      7.660862,      0.957608
          2592,         72.58,           648,  0.4981370600,  0.0014289725,     27.436271,      9.145424,      1.143178
          3888,        108.86,           972,  0.5001486611,  0.0014255057,     27.369709,      9.123236,      1.140405
          5832,        163.30,          1458,  0.4993036420,  0.0014255537,     27.370631,      9.123544,      1.140443
          8752,        245.06,          2188,  0.4986703180,  0.0014245180,     27.350745,      9.116915,      1.139614
         13128,        367.58,          3282,  0.4989870660,  0.0014303219,     27.462181,      9.154060,      1.144258
         19696,        551.49,          4924,  0.4962902090,  0.0014321651,     27.497570,      9.165857,      1.145732
         29544,        827.23,          7386,  0.4944691771,  0.0014356411,     27.564309,      9.188103,      1.148513
         44320,       1240.96,         11080,  0.3922819260,  0.0018459075,     35.441424,     11.813808,      1.476726
         66480,       1861.44,         16620,  0.3805419840,  0.0024081436,     46.236358,     15.412119,      1.926515
         99720,       2792.16,         24930,  0.4996902681,  0.0028294372,     54.325194,     18.108398,      2.263550
        149584,       4188.35,         37396,  0.4593689310,  0.0029671269,     56.968837,     18.989612,      2.373702
        224376,       6282.53,         56094,  0.4986145950,  0.0028272619,     54.283428,     18.094476,      2.261810
        336568,       9423.90,         84142,  0.4989065371,  0.0028342926,     54.418418,     18.139473,      2.267434
        504856,      14135.97,        126214,  0.4983436899,  0.0028364961,     54.460726,     18.153575,      2.269197
        757288,      21204.06,        189322,  0.4967720249,  0.0028397759,     54.523698,     18.174566,      2.271821
       1135936,      31806.21,        283984,  0.4951657370,  0.0028678282,     55.062302,     18.354101,      2.294263
       1703904,      47709.31,        425976,  0.4936557020,  0.0032191153,     61.807013,     20.602338,      2.575292
       2555856,      71563.97,        638964,  0.4822046080,  0.0041014474,     78.747790,     26.249263,      3.281158
       3833784,     107345.95,        958446,  0.4871395919,  0.0050825982,     97.585886,     32.528629,      4.066079
       5750680,     161019.04,       1437670,  0.4724241860,  0.0054767342,    105.153296,     35.051099,      4.381387
       8626024,     241528.67,       2156506,  0.4495542530,  0.0057906716,    111.180896,     37.060299,      4.632537
      12939040,     362293.12,       3234760,  0.4541981871,  0.0058504880,    112.329369,     37.443123,      4.680390
      19408560,     543439.68,       4852140,  0.4567984301,  0.0058839815,    112.972444,     37.657481,      4.707185
      29112840,     815159.52,       7278210,  0.3494943209,  0.0060024086,    115.246245,     38.415415,      4.801927
      43669264,    1222739.39,      10917316,  0.2575315980,  0.0058973194,    113.228533,     37.742844,      4.717856
      65503896,    1834109.09,      16375974,  0.3860456509,  0.0058934762,    113.154743,     37.718248,      4.714781
      98255848,    2751163.74,      24563962,  0.0000000470,           inf,           inf,           inf,           inf
     147383776,    4126745.73,      36845944,  0.0000000630,           inf,           inf,           inf,           inf
INFO: You are running LIKWID in a cpuset with 1 CPUs. Taking given IDs as logical ID in cpuset
[likwid-pin] Main PID -> hwthread 0 - OK
ISA,Layout,Stride,Dims,Frequency (GHz),Cache Line Size (B),Vector Width (e),Cache Lines/Gather
avx512,AoS,4,3,2.400000,64,8,8

             N,      Size(kB),       cut CLs,     tot. time,  time/LUP(ms),         cy/it,     cy/gather,       cy/elem
           512,         14.34,             0,  0.4534733529,  0.0011963208,     22.969360,      7.656453,      0.957057
           768,         21.50,             0,  0.4996498469,  0.0012003958,     23.047600,      7.682533,      0.960317
          1152,         32.26,             0,  0.4998696810,  0.0011917065,     22.880766,      7.626922,      0.953365
          1728,         48.38,             0,  0.4999344209,  0.0011918822,     22.884138,      7.628046,      0.953506
          2592,         72.58,             0,  0.4940064570,  0.0012019305,     23.077065,      7.692355,      0.961544
          3888,        108.86,             0,  0.5002799861,  0.0014286981,     27.431003,      9.143668,      1.142958
          5832,        163.30,             0,  0.4989892880,  0.0014282472,     27.422346,      9.140782,      1.142598
          8752,        245.06,             0,  0.4994859709,  0.0014309981,     27.475163,      9.158388,      1.144798
         13128,        367.58,             0,  0.5001730660,  0.0014506993,     27.853426,      9.284475,      1.160559
         19696,        551.49,             0,  0.4972850390,  0.0014652674,     28.133133,      9.377711,      1.172214
         29544,        827.23,             0,  0.4968620159,  0.0014632991,     28.095342,      9.365114,      1.170639
         44320,       1240.96,             0,  0.4913138560,  0.0016108110,     30.927572,     10.309191,      1.288649
         66480,       1861.44,             0,  0.3261126321,  0.0021705419,     41.674404,     13.891468,      1.736434
         99720,       2792.16,             0,  0.4994527700,  0.0028834494,     55.362229,     18.454076,      2.306760
        149584,       4188.35,             0,  0.4985513641,  0.0030326834,     58.227521,     19.409174,      2.426147
        224376,       6282.53,             0,  0.4984487121,  0.0030389720,     58.348263,     19.449421,      2.431178
        336568,       9423.90,             0,  0.4976458821,  0.0030612617,     58.776225,     19.592075,      2.449009
        504856,      14135.97,             0,  0.4994929860,  0.0030725998,     58.993916,     19.664639,      2.458080
        757288,      21204.06,             0,  0.4962705470,  0.0030766481,     59.071643,     19.690548,      2.461318
       1135936,      31806.21,             0,  0.4965020980,  0.0030999031,     59.518139,     19.839380,      2.479922
       1703904,      47709.31,             0,  0.4923636590,  0.0033214033,     63.770944,     21.256981,      2.657123
       2555856,      71563.97,             0,  0.4904445830,  0.0041715334,     80.093442,     26.697814,      3.337227
       3833784,     107345.95,             0,  0.4832466630,  0.0052520637,    100.839622,     33.613207,      4.201651
       5750680,     161019.04,             0,  0.4733383290,  0.0058792840,    112.882252,     37.627417,      4.703427
       8626024,     241528.67,             0,  0.4830068130,  0.0062215713,    119.454170,     39.818057,      4.977257
      12939040,     362293.12,             0,  0.4994845131,  0.0064338173,    123.529291,     41.176430,      5.147054
      19408560,     543439.68,             0,  0.3778462911,  0.0064893410,    124.595347,     41.531782,      5.191473
      29112840,     815159.52,             0,  0.3845279790,  0.0066040960,    126.798643,     42.266214,      5.283277
      43669264,    1222739.39,             0,  0.2800937670,  0.0064139796,    123.148408,     41.049469,      5.131184
      65503896,    1834109.09,             0,  0.4139848930,  0.0063200041,    121.344079,     40.448026,      5.056003
      98255848,    2751163.74,             0,  0.0000000370,           inf,           inf,           inf,           inf
     147383776,    4126745.73,             0,  0.0000000390,           inf,           inf,           inf,           inf
INFO: You are running LIKWID in a cpuset with 1 CPUs. Taking given IDs as logical ID in cpuset
[likwid-pin] Main PID -> hwthread 0 - OK
ISA,Layout,Stride,Dims,Frequency (GHz),Cache Line Size (B),Vector Width (e),Cache Lines/Gather
avx512,AoS,5,3,2.400000,64,8,8

             N,      Size(kB),       cut CLs,     tot. time,  time/LUP(ms),         cy/it,     cy/gather,       cy/elem
           512,         14.34,           128,  0.4575500489,  0.0011958144,     22.959637,      7.653212,      0.956652
           768,         21.50,           192,  0.5004362509,  0.0012192816,     23.410207,      7.803402,      0.975425
          1152,         32.26,           288,  0.4997508699,  0.0012071949,     23.178142,      7.726047,      0.965756
          1728,         48.38,           432,  0.4997536211,  0.0012075140,     23.184269,      7.728090,      0.966011
          2592,         72.58,           648,  0.4997724440,  0.0013861299,     26.613694,      8.871231,      1.108904
          3888,        108.86,           972,  0.5003108759,  0.0014880520,     28.570598,      9.523533,      1.190442
          5832,        163.30,          1458,  0.5001770121,  0.0014872582,     28.555358,      9.518453,      1.189807
          8752,        245.06,          2188,  0.4944870910,  0.0014869568,     28.549570,      9.516523,      1.189565
         13128,        367.58,          3282,  0.4994788230,  0.0015034114,     28.865499,      9.621833,      1.202729
         19696,        551.49,          4924,  0.4972392740,  0.0015129868,     29.049347,      9.683116,      1.210389
         29544,        827.23,          7386,  0.4972586470,  0.0019072092,     36.618417,     12.206139,      1.525767
         44320,       1240.96,         11080,  0.4207582030,  0.0020517920,     39.394407,     13.131469,      1.641434
         66480,       1861.44,         16620,  0.4220326360,  0.0022975985,     44.113891,     14.704630,      1.838079
         99720,       2792.16,         24930,  0.4992450001,  0.0033919161,     65.124788,     21.708263,      2.713533
        149584,       4188.35,         37396,  0.4660147129,  0.0037176668,     71.379203,     23.793068,      2.974133
        224376,       6282.53,         56094,  0.4992025220,  0.0036592897,     70.258362,     23.419454,      2.927432
        336568,       9423.90,         84142,  0.4983534320,  0.0036833126,     70.719602,     23.573201,      2.946650
        504856,      14135.97,        126214,  0.4997726751,  0.0036937729,     70.920440,     23.640147,      2.955018
        757288,      21204.06,        189322,  0.4980133580,  0.0036945361,     70.935093,     23.645031,      2.955629
       1135936,      31806.21,        283984,  0.4953846580,  0.0037595053,     72.182501,     24.060834,      3.007604
       1703904,      47709.31,        425976,  0.4936736031,  0.0042607482,     81.806366,     27.268789,      3.408599
       2555856,      71563.97,        638964,  0.4896774411,  0.0054740111,    105.101012,     35.033671,      4.379209
       3833784,     107345.95,        958446,  0.4958255470,  0.0064665295,    124.157366,     41.385789,      5.173224
       5750680,     161019.04,       1437670,  0.4711892630,  0.0068280224,    131.098030,     43.699343,      5.462418
       8626024,     241528.67,       2156506,  0.4437914490,  0.0073497104,    141.114440,     47.038147,      5.879768
      12939040,     362293.12,       3234760,  0.4893769590,  0.0075643473,    145.235467,     48.411822,      6.051478
      19408560,     543439.68,       4852140,  0.4503576930,  0.0077346919,    148.506084,     49.502028,      6.187753
      29112840,     815159.52,       7278210,  0.4528699879,  0.0077778394,    149.334516,     49.778172,      6.222272
      43669264,    1222739.39,      10917316,  0.3324184980,  0.0076121846,    146.153944,     48.717981,      6.089748
      65503896,    1834109.09,      16375974,  0.4896575760,  0.0074752435,    143.524676,     47.841559,      5.980195
      98255848,    2751163.74,      24563962,  0.0000000490,           inf,           inf,           inf,           inf
     147383776,    4126745.73,      36845944,  0.0000000270,           inf,           inf,           inf,           inf
INFO: You are running LIKWID in a cpuset with 1 CPUs. Taking given IDs as logical ID in cpuset
[likwid-pin] Main PID -> hwthread 0 - OK
ISA,Layout,Stride,Dims,Frequency (GHz),Cache Line Size (B),Vector Width (e),Cache Lines/Gather
avx512,AoS,6,3,2.400000,64,8,8

             N,      Size(kB),       cut CLs,     tot. time,  time/LUP(ms),         cy/it,     cy/gather,       cy/elem
           512,         14.34,           128,  0.4616998039,  0.0012191760,     23.408179,      7.802726,      0.975341
           768,         21.50,           192,  0.4998579090,  0.0012188464,     23.401850,      7.800617,      0.975077
          1152,         32.26,           288,  0.4997725900,  0.0012072037,     23.178311,      7.726104,      0.965763
          1728,         48.38,           432,  0.5000509300,  0.0012079399,     23.192446,      7.730815,      0.966352
          2592,         72.58,           648,  0.5006746370,  0.0012155633,     23.338815,      7.779605,      0.972451
          3888,        108.86,           972,  0.5000105600,  0.0014942953,     28.690470,      9.563490,      1.195436
          5832,        163.30,          1458,  0.5002821910,  0.0014995589,     28.791531,      9.597177,      1.199647
          8752,        245.06,          2188,  0.5002617319,  0.0014997823,     28.795821,      9.598607,      1.199826
         13128,        367.58,          3282,  0.5002207890,  0.0015201209,     29.186322,      9.728774,      1.216097
         19696,        551.49,          4924,  0.4980098800,  0.0015315781,     29.406300,      9.802100,      1.225263
         29544,        827.23,          7386,  0.4969199171,  0.0015347802,     29.467779,      9.822593,      1.227824
         44320,       1240.96,         11080,  0.4307454940,  0.0019038172,     36.553290,     12.184430,      1.523054
         66480,       1861.44,         16620,  0.4471226450,  0.0019399110,     37.246292,     12.415431,      1.551929
         99720,       2792.16,         24930,  0.4820282190,  0.0031634927,     60.739060,     20.246353,      2.530794
        149584,       4188.35,         37396,  0.4991049040,  0.0037448031,     71.900220,     23.966740,      2.995843
        224376,       6282.53,         56094,  0.4986471200,  0.0037603601,     72.198913,     24.066304,      3.008288
        336568,       9423.90,         84142,  0.4990998689,  0.0037926073,     72.818060,     24.272687,      3.034086
        504856,      14135.97,        126214,  0.4996811150,  0.0038067299,     73.089215,     24.363072,      3.045384
        757288,      21204.06,        189322,  0.4962034170,  0.0038095197,     73.142779,     24.380926,      3.047616
       1135936,      31806.21,        283984,  0.4940447470,  0.0038832415,     74.558237,     24.852746,      3.106593
       1703904,      47709.31,        425976,  0.4924606760,  0.0040706905,     78.157258,     26.052419,      3.256552
       2555856,      71563.97,        638964,  0.4954450740,  0.0047279761,     90.777142,     30.259047,      3.782381
       3833784,     107345.95,        958446,  0.4932380411,  0.0058479849,    112.281310,     37.427103,      4.678388
       5750680,     161019.04,       1437670,  0.4916040091,  0.0071238533,    136.777984,     45.592661,      5.699083
       8626024,     241528.67,       2156506,  0.4550722210,  0.0075365333,    144.701440,     48.233813,      6.029227
      12939040,     362293.12,       3234760,  0.4029375310,  0.0077853058,    149.477871,     49.825957,      6.228245
      19408560,     543439.68,       4852140,  0.4639340009,  0.0079678589,    152.982890,     50.994297,      6.374287
      29112840,     815159.52,       7278210,  0.4643983090,  0.0079758332,    153.135997,     51.045332,      6.380667
      43669264,    1222739.39,      10917316,  0.3519963380,  0.0080605054,    154.761704,     51.587235,      6.448404
      65503896,    1834109.09,      16375974,  0.0000000470,           inf,           inf,           inf,           inf
      98255848,    2751163.74,      24563962,  0.0000000390,           inf,           inf,           inf,           inf
     147383776,    4126745.73,      36845944,  0.0000000370,           inf,           inf,           inf,           inf
INFO: You are running LIKWID in a cpuset with 1 CPUs. Taking given IDs as logical ID in cpuset
[likwid-pin] Main PID -> hwthread 0 - OK
ISA,Layout,Stride,Dims,Frequency (GHz),Cache Line Size (B),Vector Width (e),Cache Lines/Gather
avx512,AoS,7,3,2.400000,64,8,8

             N,      Size(kB),       cut CLs,     tot. time,  time/LUP(ms),         cy/it,     cy/gather,       cy/elem
           512,         14.34,           128,  0.4626542671,  0.0012303177,     23.622100,      7.874033,      0.984254
           768,         21.50,           192,  0.4997614120,  0.0012189238,     23.403337,      7.801112,      0.975139
          1152,         32.26,           288,  0.4998265230,  0.0012258357,     23.536045,      7.845348,      0.980669
          1728,         48.38,           432,  0.5015892560,  0.0012377157,     23.764141,      7.921380,      0.990173
          2592,         72.58,           648,  0.4999111131,  0.0013707867,     26.319104,      8.773035,      1.096629
          3888,        108.86,           972,  0.5005356360,  0.0014960036,     28.723269,      9.574423,      1.196803
          5832,        163.30,          1458,  0.4999822060,  0.0015090799,     28.974335,      9.658112,      1.207264
          8752,        245.06,          2188,  0.5003956209,  0.0015087743,     28.968467,      9.656156,      1.207019
         13128,        367.58,          3282,  0.4988738170,  0.0015342679,     29.457944,      9.819315,      1.227414
         19696,        551.49,          4924,  0.4973502320,  0.0015484015,     29.729309,      9.909770,      1.238721
         29544,        827.23,          7386,  0.4950787580,  0.0015511744,     29.782548,      9.927516,      1.240940
         44320,       1240.96,         11080,  0.4895735660,  0.0018087989,     34.728939,     11.576313,      1.447039
         66480,       1861.44,         16620,  0.3182480260,  0.0023710373,     45.523916,     15.174639,      1.896830
         99720,       2792.16,         24930,  0.4977353649,  0.0035831510,     68.796500,     22.932167,      2.866521
        149584,       4188.35,         37396,  0.4811478429,  0.0038201579,     73.347031,     24.449010,      3.056126
        224376,       6282.53,         56094,  0.4982715270,  0.0038620850,     74.152031,     24.717344,      3.089668
        336568,       9423.90,         84142,  0.4990276260,  0.0039018284,     74.915106,     24.971702,      3.121463
        504856,      14135.97,        126214,  0.4988793761,  0.0039212767,     75.288512,     25.096171,      3.137021
        757288,      21204.06,        189322,  0.4963027600,  0.0039243627,     75.347765,     25.115922,      3.139490
       1135936,      31806.21,        283984,  0.4951126340,  0.0039987444,     76.775893,     25.591964,      3.198996
       1703904,      47709.31,        425976,  0.4910787190,  0.0045747297,     87.834811,     29.278270,      3.659784
       2555856,      71563.97,        638964,  0.4929881709,  0.0060276793,    115.731443,     38.577148,      4.822143
       3833784,     107345.95,        958446,  0.4911277710,  0.0067423804,    129.453703,     43.151234,      5.393904
       5750680,     161019.04,       1437670,  0.4646184350,  0.0073448774,    141.021646,     47.007215,      5.875902
       8626024,     241528.67,       2156506,  0.4665609320,  0.0077267999,    148.354559,     49.451520,      6.181440
      12939040,     362293.12,       3234760,  0.4126400930,  0.0079727726,    153.077233,     51.025744,      6.378218
      19408560,     543439.68,       4852140,  0.4735894899,  0.0081336876,    156.166801,     52.055600,      6.506950
      29112840,     815159.52,       7278210,  0.4755681701,  0.0081676705,    156.819274,     52.273091,      6.534136
      43669264,    1222739.39,      10917316,  0.3599324710,  0.0082422381,    158.250971,     52.750324,      6.593790
      65503896,    1834109.09,      16375974,  0.0000000530,           inf,           inf,           inf,           inf
      98255848,    2751163.74,      24563962,  0.0000000531,           inf,           inf,           inf,           inf
     147383776,    4126745.73,      36845944,  0.0000000430,           inf,           inf,           inf,           inf
INFO: You are running LIKWID in a cpuset with 1 CPUs. Taking given IDs as logical ID in cpuset
[likwid-pin] Main PID -> hwthread 0 - OK
ISA,Layout,Stride,Dims,Frequency (GHz),Cache Line Size (B),Vector Width (e),Cache Lines/Gather
avx512,AoS,8,3,2.400000,64,8,8

             N,      Size(kB),       cut CLs,     tot. time,  time/LUP(ms),         cy/it,     cy/gather,       cy/elem
           512,         14.34,             0,  0.4646679590,  0.0012330955,     23.675434,      7.891811,      0.986476
           768,         21.50,             0,  0.5016586860,  0.0012428343,     23.862419,      7.954140,      0.994267
          1152,         32.26,             0,  0.4999707300,  0.0012381389,     23.772268,      7.924089,      0.990511
          1728,         48.38,             0,  0.5002521420,  0.0012382600,     23.774593,      7.924864,      0.990608
          2592,         72.58,             0,  0.4973497760,  0.0012288499,     23.593919,      7.864640,      0.983080
          3888,        108.86,             0,  0.5000896361,  0.0012251410,     23.522707,      7.840902,      0.980113
          5832,        163.30,             0,  0.5002733410,  0.0014558851,     27.952994,      9.317665,      1.164708
          8752,        245.06,             0,  0.5001708660,  0.0014826650,     28.467168,      9.489056,      1.186132
         13128,        367.58,             0,  0.4998576271,  0.0015187749,     29.160479,      9.720160,      1.215020
         19696,        551.49,             0,  0.4984238209,  0.0015433213,     29.631769,      9.877256,      1.234657
         29544,        827.23,             0,  0.4982383200,  0.0015501683,     29.763232,      9.921077,      1.240135
         44320,       1240.96,             0,  0.4962010139,  0.0015532563,     29.822521,      9.940840,      1.242605
         66480,       1861.44,             0,  0.4611159971,  0.0016585751,     31.844643,     10.614881,      1.326860
         99720,       2792.16,             0,  0.4799888700,  0.0021392738,     41.074058,     13.691353,      1.711419
        149584,       4188.35,             0,  0.4556373260,  0.0030248558,     58.077232,     19.359077,      2.419885
        224376,       6282.53,             0,  0.4977082059,  0.0035321469,     67.817220,     22.605740,      2.825718
        336568,       9423.90,             0,  0.4981269931,  0.0036010192,     69.139568,     23.046523,      2.880815
        504856,      14135.97,             0,  0.4998368480,  0.0036265870,     69.630470,     23.210157,      2.901270
        757288,      21204.06,             0,  0.4979780209,  0.0036330429,     69.754423,     23.251474,      2.906434
       1135936,      31806.21,             0,  0.4945687120,  0.0036586917,     70.246880,     23.415627,      2.926953
       1703904,      47709.31,             0,  0.4934697840,  0.0038106745,     73.164950,     24.388317,      3.048540
       2555856,      71563.97,             0,  0.4939107680,  0.0040259732,     77.298685,     25.766228,      3.220779
       3833784,     107345.95,             0,  0.4911451000,  0.0045753481,     87.846684,     29.282228,      3.660278
       5750680,     161019.04,             0,  0.4764583161,  0.0055235012,    106.051223,     35.350408,      4.418801
       8626024,     241528.67,             0,  0.4463637980,  0.0064682726,    124.190834,     41.396945,      5.174618
      12939040,     362293.12,             0,  0.4520487040,  0.0069873608,    134.157327,     44.719109,      5.589889
      19408560,     543439.68,             0,  0.4214368770,  0.0072379898,    138.969404,     46.323135,      5.790392
      29112840,     815159.52,             0,  0.4315296160,  0.0074113281,    142.297499,     47.432500,      5.929062
      43669264,    1222739.39,             0,  0.3346980390,  0.0076643847,    147.156186,     49.052062,      6.131508
      65503896,    1834109.09,             0,  0.4951783541,  0.0075595252,    145.142884,     48.380961,      6.047620
      98255848,    2751163.74,             0,  0.0000000390,           inf,           inf,           inf,           inf
     147383776,    4126745.73,             0,  0.0000000480,           inf,           inf,           inf,           inf
