[likwid-pin] Main PID -> hwthread 0 - OK
ISA,Layout,Stride,Dims,Frequency (GHz),Cache Line Size (B),Vector Width (e),Cache Lines/Gather
         66480,       1861.44,         83100,  0.4989354520,  0.0026585356,     53.170711,     17.723570,      2.215446
         99720,       2792.16,        124650,  0.4996295320,  0.0037446369,     74.892739,     24.964246,      3.120531
        149584,       4188.35,        186980,  0.4998204359,  0.0040064785,     80.129570,     26.709857,      3.338732
        224376,       6282.53,        280470,  0.4992708530,  0.0040165210,     80.330421,     26.776807,      3.347101
        336568,       9423.90,        420710,  0.4997647030,  0.0040132021,     80.264043,     26.754681,      3.344335
        504856,      14135.97,        631070,  0.4982273500,  0.0040116675,     80.233351,     26.744450,      3.343056
        757288,      21204.06,        946610,  0.4968800410,  0.0040501906,     81.003812,     27.001271,      3.375159
       1135936,      31806.21,       1419920,  0.4930400430,  0.0055645971,    111.291942,     37.097314,      4.637164
       1703904,      47709.31,       2129880,  0.4989858600,  0.0081346827,    162.693653,     54.231218,      6.778902
       2555856,      71563.97,       3194820,  0.4855785450,  0.0094993330,    189.986660,     63.328887,      7.916111
       3833784,     107345.95,       4792230,  0.4739787640,  0.0103026749,    206.053499,     68.684500,      8.585562
       5750680,     161019.04,       7188350,  0.4957023430,  0.0107748636,    215.497273,     71.832424,      8.979053
       8626024,     241528.67,      10782530,  0.4774041830,  0.0110689278,    221.378555,     73.792852,      9.224106
      12939040,     362293.12,      16173800,  0.4326941630,  0.0111469930,    222.939859,     74.313286,      9.289161
      19408560,     543439.68,      24260700,  0.4339381130,  0.0111790394,    223.580788,     74.526929,      9.315866
[likwid-pin] Main PID -> hwthread 0 - OK
ISA,Layout,Stride,Dims,Frequency (GHz),Cache Line Size (B),Vector Width (e),Cache Lines/Gather
avx512,AoS,8,3,2.500000,64,8,8

             N,      Size(kB),    CL touched,     tot. time,  time/LUP(ms),         cy/it,     cy/gather,       cy/elem
           512,         14.34,           512,  0.3621497640,  0.0009756970,     19.513941,      6.504647,      0.813081
           768,         21.50,           768,  0.5172302060,  0.0009963559,     19.927119,      6.642373,      0.830297
          1152,         32.26,          1152,  0.5179981739,  0.0009999448,     19.998897,      6.666299,      0.833287
          1728,         48.38,          1728,  0.5186982030,  0.0009969397,     19.938795,      6.646265,      0.830783
          2592,         72.58,          2592,  0.5005293430,  0.0009775413,     19.550825,      6.516942,      0.814618
          3888,        108.86,          3888,  0.4952021620,  0.0012116902,     24.233803,      8.077934,      1.009742
          5832,        163.30,          5832,  0.4969355790,  0.0014206378,     28.412755,      9.470918,      1.183865
          8752,        245.06,          8752,  0.4958413660,  0.0014130100,     28.260200,      9.420067,      1.177508
         13128,        367.58,         13128,  0.4972243850,  0.0014624722,     29.249444,      9.749815,      1.218727
         19696,        551.49,         19696,  0.4984873990,  0.0014965154,     29.930307,      9.976769,      1.247096
         29544,        827.23,         29544,  0.4993330130,  0.0015185385,     30.370771,     10.123590,      1.265449
         44320,       1240.96,         44320,  0.4989251380,  0.0015233202,     30.466404,     10.155468,      1.269433
         66480,       1861.44,         66480,  0.4981484020,  0.0014675298,     29.350595,      9.783532,      1.222941
         99720,       2792.16,         99720,  0.4991512110,  0.0024890739,     49.781478,     16.593826,      2.074228
        149584,       4188.35,        149584,  0.4996591610,  0.0033537399,     67.074797,     22.358266,      2.794783
        224376,       6282.53,        224376,  0.4991798720,  0.0036233667,     72.467335,     24.155778,      3.019472
        336568,       9423.90,        336568,  0.4998636670,  0.0036223874,     72.447748,     24.149249,      3.018656
        504856,      14135.97,        504856,  0.4986721750,  0.0036181367,     72.362733,     24.120911,      3.015114
        757288,      21204.06,        757288,  0.4977913190,  0.0037137527,     74.275053,     24.758351,      3.094794
       1135936,      31806.21,       1135936,  0.4938881180,  0.0038476563,     76.953126,     25.651042,      3.206380
       1703904,      47709.31,       1703904,  0.4904880410,  0.0041123045,     82.246089,     27.415363,      3.426920
       2555856,      71563.97,       2555856,  0.4865310300,  0.0052877591,    105.755182,     35.251727,      4.406466
       3833784,     107345.95,       3833784,  0.4777573050,  0.0077886056,    155.772112,     51.924037,      6.490505
       5750680,     161019.04,       5750680,  0.4719843300,  0.0091193917,    182.387834,     60.795945,      7.599493
       8626024,     241528.67,       8626024,  0.4271472060,  0.0099036869,    198.073739,     66.024580,      8.253072
      12939040,     362293.12,      12939040,  0.3989192560,  0.0102768896,    205.537792,     68.512597,      8.564075
      19408560,     543439.68,      19408560,  0.4027284380,  0.0103750211,    207.500421,     69.166807,      8.645851
