INFO: You are running LIKWID in a cpuset with 1 CPUs. Taking given IDs as logical ID in cpuset
[likwid-pin] Main PID -> hwthread 0 - OK
ISA,Layout,Stride,Dims,Frequency (GHz),Cache Line Size (B),Vector Width (e),Cache Lines/Gather
         66480,       1861.44,             0,  0.4839953571,  0.0017387904,     33.384775,     33.384775,      4.173097
         99720,       2792.16,             0,  0.4987240490,  0.0020338528,     39.049973,     39.049973,      4.881247
        149584,       4188.35,             0,  0.4990914790,  0.0018957556,     36.398507,     36.398507,      4.549813
        224376,       6282.53,             0,  0.4981287160,  0.0018974892,     36.431793,     36.431793,      4.553974
        336568,       9423.90,             0,  0.4979281640,  0.0019040259,     36.557297,     36.557297,      4.569662
        504856,      14135.97,             0,  0.4979567709,  0.0019041202,     36.559108,     36.559108,      4.569888
        757288,      21204.06,             0,  0.4959702981,  0.0019038650,     36.554208,     36.554208,      4.569276
       1135936,      31806.21,             0,  0.4949331200,  0.0019451121,     37.346152,     37.346152,      4.668269
       1703904,      47709.31,             0,  0.4923335100,  0.0021563015,     41.400988,     41.400988,      5.175123
       2555856,      71563.97,             0,  0.4903059730,  0.0026643931,     51.156348,     51.156348,      6.394544
       3833784,     107345.95,             0,  0.4941299810,  0.0031436176,     60.357457,     60.357457,      7.544682
       5750680,     161019.04,             0,  0.4893154560,  0.0034035311,     65.347797,     65.347797,      8.168475
       8626024,     241528.67,             0,  0.4639172880,  0.0035854084,     68.839842,     68.839842,      8.604980
      12939040,     362293.12,             0,  0.4826828970,  0.0037304382,     71.624414,     71.624414,      8.953052
      19408560,     543439.68,             0,  0.4371164989,  0.0037536401,     72.069891,     72.069891,      9.008736
INFO: You are running LIKWID in a cpuset with 1 CPUs. Taking given IDs as logical ID in cpuset
[likwid-pin] Main PID -> hwthread 0 - OK
ISA,Layout,Stride,Dims,Frequency (GHz),Cache Line Size (B),Vector Width (e),Cache Lines/Gather
avx512,AoS,3,3,2.400000,64,8,8

             N,      Size(kB),       cut CLs,     tot. time,  time/LUP(ms),         cy/it,     cy/gather,       cy/elem
           512,         14.34,             0,  0.3566079690,  0.0004272749,      8.203678,      8.203678,      1.025460
           768,         21.50,             0,  0.4978294669,  0.0004228963,      8.119609,      8.119609,      1.014951
          1152,         32.26,             0,  0.4975766620,  0.0004245039,      8.150474,      8.150474,      1.018809
          1728,         48.38,             0,  0.4979139110,  0.0004231006,      8.123532,      8.123532,      1.015441
          2592,         72.58,             0,  0.4981758860,  0.0006601186,     12.674277,     12.674277,      1.584285
          3888,        108.86,             0,  0.4986340441,  0.0006588554,     12.650024,     12.650024,      1.581253
          5832,        163.30,             0,  0.4994979430,  0.0006583785,     12.640866,     12.640866,      1.580108
          8752,        245.06,             0,  0.4995457720,  0.0006584670,     12.642567,     12.642567,      1.580321
         13128,        367.58,             0,  0.5000077010,  0.0006670249,     12.806877,     12.806877,      1.600860
         19696,        551.49,             0,  0.4943016170,  0.0006714616,     12.892063,     12.892063,      1.611508
         29544,        827.23,             0,  0.4875454480,  0.0006722209,     12.906641,     12.906641,      1.613330
         44320,       1240.96,             0,  0.3819644330,  0.0009957633,     19.118655,     19.118655,      2.389832
         66480,       1861.44,             0,  0.4310296930,  0.0018248239,     35.036620,     35.036620,      4.379577
         99720,       2792.16,             0,  0.4991761770,  0.0025167310,     48.321235,     48.321235,      6.040154
        149584,       4188.35,             0,  0.4988151881,  0.0025416789,     48.800236,     48.800236,      6.100029
        224376,       6282.53,             0,  0.4978307110,  0.0025444200,     48.852864,     48.852864,      6.106608
        336568,       9423.90,             0,  0.4979982850,  0.0025510973,     48.981069,     48.981069,      6.122634
        504856,      14135.97,             0,  0.4974020980,  0.0025524238,     49.006537,     49.006537,      6.125817
        757288,      21204.06,             0,  0.4973095320,  0.0025552452,     49.060708,     49.060708,      6.132589
       1135936,      31806.21,             0,  0.4954803289,  0.0025963502,     49.849924,     49.849924,      6.231241
       1703904,      47709.31,             0,  0.4949797210,  0.0027932445,     53.630293,     53.630293,      6.703787
       2555856,      71563.97,             0,  0.4921508940,  0.0033782131,     64.861691,     64.861691,      8.107711
       3833784,     107345.95,             0,  0.4931394890,  0.0040196863,     77.177977,     77.177977,      9.647247
       5750680,     161019.04,             0,  0.4890793210,  0.0044761692,     85.942449,     85.942449,     10.742806
       8626024,     241528.67,             0,  0.4933736670,  0.0047663295,     91.513525,     91.513525,     11.439191
      12939040,     362293.12,             0,  0.4493830979,  0.0049615416,     95.261599,     95.261599,     11.907700
      19408560,     543439.68,             0,  0.4883729540,  0.0050325522,     96.625002,     96.625002,     12.078125
INFO: You are running LIKWID in a cpuset with 1 CPUs. Taking given IDs as logical ID in cpuset
[likwid-pin] Main PID -> hwthread 0 - OK
ISA,Layout,Stride,Dims,Frequency (GHz),Cache Line Size (B),Vector Width (e),Cache Lines/Gather
avx512,AoS,4,3,2.400000,64,8,8

             N,      Size(kB),       cut CLs,     tot. time,  time/LUP(ms),         cy/it,     cy/gather,       cy/elem
           512,         14.34,             0,  0.3608079461,  0.0004321939,      8.298124,      8.298124,      1.037265
           768,         21.50,             0,  0.4983439830,  0.0004311580,      8.278233,      8.278233,      1.034779
          1152,         32.26,             0,  0.4970017291,  0.0004295099,      8.246591,      8.246591,      1.030824
          1728,         48.38,             0,  0.4985093069,  0.0004287354,      8.231719,      8.231719,      1.028965
          2592,         72.58,             0,  0.4977063771,  0.0004323485,      8.301091,      8.301091,      1.037636
          3888,        108.86,             0,  0.4994323740,  0.0006609833,     12.690879,     12.690879,      1.586360
          5832,        163.30,             0,  0.4991153349,  0.0006609378,     12.690006,     12.690006,      1.586251
          8752,        245.06,             0,  0.5000930750,  0.0006622060,     12.714356,     12.714356,      1.589294
         13128,        367.58,             0,  0.4996552720,  0.0006728710,     12.919123,     12.919123,      1.614890
         19696,        551.49,             0,  0.4952384320,  0.0006803797,     13.063290,     13.063290,      1.632911
         29544,        827.23,             0,  0.4893643430,  0.0006817829,     13.090232,     13.090232,      1.636279
         44320,       1240.96,             0,  0.4859675390,  0.0007058692,     13.552688,     13.552688,      1.694086
         66480,       1861.44,             0,  0.3685855090,  0.0010974479,     21.070999,     21.070999,      2.633875
         99720,       2792.16,             0,  0.4622583180,  0.0023411933,     44.950912,     44.950912,      5.618864
        149584,       4188.35,             0,  0.4983570981,  0.0027086344,     52.005781,     52.005781,      6.500723
        224376,       6282.53,             0,  0.4969332570,  0.0027141354,     52.111399,     52.111399,      6.513925
        336568,       9423.90,             0,  0.4961637140,  0.0027249273,     52.318603,     52.318603,      6.539825
        504856,      14135.97,             0,  0.4970457810,  0.0027272294,     52.362804,     52.362804,      6.545351
        757288,      21204.06,             0,  0.4958298490,  0.0027395151,     52.598689,     52.598689,      6.574836
       1135936,      31806.21,             0,  0.4906352140,  0.0027510925,     52.820977,     52.820977,      6.602622
       1703904,      47709.31,             0,  0.4906013460,  0.0028792781,     55.282139,     55.282139,      6.910267
       2555856,      71563.97,             0,  0.4950169150,  0.0032827034,     63.027905,     63.027905,      7.878488
       3833784,     107345.95,             0,  0.4837343830,  0.0039430233,     75.706047,     75.706047,      9.463256
       5750680,     161019.04,             0,  0.4924954709,  0.0045074346,     86.542745,     86.542745,     10.817843
       8626024,     241528.67,             0,  0.4636793081,  0.0048866853,     93.824357,     93.824357,     11.728045
      12939040,     362293.12,             0,  0.4631354770,  0.0051133787,     98.176870,     98.176870,     12.272109
      19408560,     543439.68,             0,  0.4105276490,  0.0052879715,    101.529053,    101.529053,     12.691132
INFO: You are running LIKWID in a cpuset with 1 CPUs. Taking given IDs as logical ID in cpuset
[likwid-pin] Main PID -> hwthread 0 - OK
ISA,Layout,Stride,Dims,Frequency (GHz),Cache Line Size (B),Vector Width (e),Cache Lines/Gather
avx512,AoS,5,3,2.400000,64,8,8

             N,      Size(kB),       cut CLs,     tot. time,  time/LUP(ms),         cy/it,     cy/gather,       cy/elem
           512,         14.34,             0,  0.3635162039,  0.0004354100,      8.359872,      8.359872,      1.044984
           768,         21.50,             0,  0.4996220710,  0.0004354126,      8.359922,      8.359922,      1.044990
          1152,         32.26,             0,  0.4974159440,  0.0004311285,      8.277667,      8.277667,      1.034708
          1728,         48.38,             0,  0.4990716809,  0.0004332224,      8.317870,      8.317870,      1.039734
          2592,         72.58,             0,  0.4975101490,  0.0005422404,     10.411016,     10.411016,      1.301377
          3888,        108.86,             0,  0.4989430790,  0.0005940771,     11.406281,     11.406281,      1.425785
          5832,        163.30,             0,  0.4992460820,  0.0006784701,     13.026626,     13.026626,      1.628328
          8752,        245.06,             0,  0.4993919639,  0.0006793381,     13.043292,     13.043292,      1.630411
         13128,        367.58,             0,  0.4989793450,  0.0006904412,     13.256470,     13.256470,      1.657059
         19696,        551.49,             0,  0.4933567251,  0.0006972463,     13.387130,     13.387130,      1.673391
         29544,        827.23,             0,  0.4752079761,  0.0010025401,     19.248771,     19.248771,      2.406096
         44320,       1240.96,             0,  0.4901545270,  0.0007161460,     13.750004,     13.750004,      1.718750
         66480,       1861.44,             0,  0.3282858961,  0.0013364317,     25.659489,     25.659489,      3.207436
         99720,       2792.16,             0,  0.4936302271,  0.0019912159,     38.231345,     38.231345,      4.778918
        149584,       4188.35,             0,  0.4837317490,  0.0028873633,     55.437375,     55.437375,      6.929672
        224376,       6282.53,             0,  0.4982435449,  0.0028215682,     54.174109,     54.174109,      6.771764
        336568,       9423.90,             0,  0.4982266200,  0.0028358523,     54.448364,     54.448364,      6.806045
        504856,      14135.97,             0,  0.4973353840,  0.0028389148,     54.507165,     54.507165,      6.813396
        757288,      21204.06,             0,  0.4972803720,  0.0028426819,     54.579492,     54.579492,      6.822437
       1135936,      31806.21,             0,  0.4954050650,  0.0028882157,     55.453742,     55.453742,      6.931718
       1703904,      47709.31,             0,  0.4938455520,  0.0032565370,     62.525510,     62.525510,      7.815689
       2555856,      71563.97,             0,  0.4965456370,  0.0041335665,     79.364477,     79.364477,      9.920560
       3833784,     107345.95,             0,  0.4859066190,  0.0045265481,     86.909724,     86.909724,     10.863716
       5750680,     161019.04,             0,  0.4638798829,  0.0044814013,     86.042904,     86.042904,     10.755363
       8626024,     241528.67,             0,  0.4535816230,  0.0052582931,    100.959227,    100.959227,     12.619903
      12939040,     362293.12,             0,  0.4769659160,  0.0052660775,    101.108689,    101.108689,     12.638586
      19408560,     543439.68,             0,  0.4251756349,  0.0054766510,    105.151698,    105.151698,     13.143962
INFO: You are running LIKWID in a cpuset with 1 CPUs. Taking given IDs as logical ID in cpuset
[likwid-pin] Main PID -> hwthread 0 - OK
ISA,Layout,Stride,Dims,Frequency (GHz),Cache Line Size (B),Vector Width (e),Cache Lines/Gather
avx512,AoS,6,3,2.400000,64,8,8

             N,      Size(kB),       cut CLs,     tot. time,  time/LUP(ms),         cy/it,     cy/gather,       cy/elem
           512,         14.34,             0,  0.3669416531,  0.0004395711,      8.439766,      8.439766,      1.054971
           768,         21.50,             0,  0.4979831330,  0.0004374341,      8.398734,      8.398734,      1.049842
          1152,         32.26,             0,  0.4985846650,  0.0004353876,      8.359441,      8.359441,      1.044930
          1728,         48.38,             0,  0.4983990011,  0.0004332266,      8.317950,      8.317950,      1.039744
          2592,         72.58,             0,  0.4986538080,  0.0004334175,      8.321615,      8.321615,      1.040202
          3888,        108.86,             0,  0.4985828040,  0.0004411446,      8.469976,      8.469976,      1.058747
          5832,        163.30,             0,  0.4993713581,  0.0006714508,     12.891855,     12.891855,      1.611482
          8752,        245.06,             0,  0.4979799651,  0.0006725808,     12.913551,     12.913551,      1.614194
         13128,        367.58,             0,  0.4994316620,  0.0006900893,     13.249714,     13.249714,      1.656214
         19696,        551.49,             0,  0.4943860740,  0.0006998895,     13.437878,     13.437878,      1.679735
         29544,        827.23,             0,  0.4895768290,  0.0007027910,     13.493587,     13.493587,      1.686698
         44320,       1240.96,             0,  0.3754524121,  0.0010901299,     20.930493,     20.930493,      2.616312
         66480,       1861.44,             0,  0.5351430899,  0.0008157363,     15.662136,     15.662136,      1.957767
         99720,       2792.16,             0,  0.3165609681,  0.0019333120,     37.119590,     37.119590,      4.639949
        149584,       4188.35,             0,  0.4994567690,  0.0028200776,     54.145490,     54.145490,      6.768186
        224376,       6282.53,             0,  0.4973530360,  0.0029051184,     55.778273,     55.778273,      6.972284
        336568,       9423.90,             0,  0.4982257740,  0.0029197483,     56.059167,     56.059167,      7.007396
        504856,      14135.97,             0,  0.4989135180,  0.0029237555,     56.136105,     56.136105,      7.017013
        757288,      21204.06,             0,  0.4963331160,  0.0029259315,     56.177885,     56.177885,      7.022236
       1135936,      31806.21,             0,  0.4951546380,  0.0029653069,     56.933893,     56.933893,      7.116737
       1703904,      47709.31,             0,  0.4929110060,  0.0030133679,     57.856664,     57.856664,      7.232083
       2555856,      71563.97,             0,  0.4939476150,  0.0031171150,     59.848608,     59.848608,      7.481076
       3833784,     107345.95,             0,  0.4855610811,  0.0036186634,     69.478337,     69.478337,      8.684792
       5750680,     161019.04,             0,  0.4736072361,  0.0048445139,     93.014667,     93.014667,     11.626833
       8626024,     241528.67,             0,  0.4947407671,  0.0052140399,    100.109566,    100.109566,     12.513696
      12939040,     362293.12,             0,  0.4964129189,  0.0054807877,    105.231124,    105.231124,     13.153890
      19408560,     543439.68,             0,  0.4251188299,  0.0054759193,    105.137650,    105.137650,     13.142206
INFO: You are running LIKWID in a cpuset with 1 CPUs. Taking given IDs as logical ID in cpuset
[likwid-pin] Main PID -> hwthread 0 - OK
ISA,Layout,Stride,Dims,Frequency (GHz),Cache Line Size (B),Vector Width (e),Cache Lines/Gather
avx512,AoS,7,3,2.400000,64,8,8

             N,      Size(kB),       cut CLs,     tot. time,  time/LUP(ms),         cy/it,     cy/gather,       cy/elem
           512,         14.34,             0,  0.3683685040,  0.0004389639,      8.428107,      8.428107,      1.053513
           768,         21.50,             0,  0.5003646989,  0.0004349388,      8.350824,      8.350824,      1.043853
          1152,         32.26,             0,  0.4978024049,  0.0004381011,      8.411541,      8.411541,      1.051443
          1728,         48.38,             0,  0.4979704620,  0.0004378750,      8.407200,      8.407200,      1.050900
          2592,         72.58,             0,  0.4969706361,  0.0005159870,      9.906950,      9.906950,      1.238369
          3888,        108.86,             0,  0.4988386480,  0.0006537188,     12.551401,     12.551401,      1.568925
          5832,        163.30,             0,  0.4992442140,  0.0006638256,     12.745451,     12.745451,      1.593181
          8752,        245.06,             0,  0.5000537320,  0.0006711137,     12.885384,     12.885384,      1.610673
         13128,        367.58,             0,  0.4995996821,  0.0006915256,     13.277292,     13.277292,      1.659662
         19696,        551.49,             0,  0.4940848630,  0.0007034448,     13.506139,     13.506139,      1.688267
         29544,        827.23,             0,  0.4863805990,  0.0007065935,     13.566596,     13.566596,      1.695825
         44320,       1240.96,             0,  0.4304874160,  0.0009841098,     18.894908,     18.894908,      2.361864
         66480,       1861.44,             0,  0.3938817290,  0.0014893955,     28.596394,     28.596394,      3.574549
         99720,       2792.16,             0,  0.4950815650,  0.0026563493,     51.001907,     51.001907,      6.375238
        149584,       4188.35,             0,  0.4679255671,  0.0027683002,     53.151364,     53.151364,      6.643921
        224376,       6282.53,             0,  0.4989352430,  0.0030008865,     57.617021,     57.617021,      7.202128
        336568,       9423.90,             0,  0.4985084319,  0.0030227596,     58.036984,     58.036984,      7.254623
        504856,      14135.97,             0,  0.4978647301,  0.0030250060,     58.080115,     58.080115,      7.260014
        757288,      21204.06,             0,  0.4950297790,  0.0030263315,     58.105565,     58.105565,      7.263196
       1135936,      31806.21,             0,  0.4937966961,  0.0030613006,     58.776971,     58.776971,      7.347121
       1703904,      47709.31,             0,  0.4955628980,  0.0034216433,     65.695552,     65.695552,      8.211944
       2555856,      71563.97,             0,  0.4903666680,  0.0042635567,     81.860289,     81.860289,     10.232536
       3833784,     107345.95,             0,  0.4911191589,  0.0045751065,     87.842044,     87.842044,     10.980256
       5750680,     161019.04,             0,  0.4932443741,  0.0050453816,     96.871326,     96.871326,     12.108916
       8626024,     241528.67,             0,  0.4646220560,  0.0053862829,    103.416632,    103.416632,     12.927079
      12939040,     362293.12,             0,  0.4315607479,  0.0055588971,    106.730823,    106.730823,     13.341353
      19408560,     543439.68,             0,  0.4486479519,  0.0057789959,    110.956721,    110.956721,     13.869590
INFO: You are running LIKWID in a cpuset with 1 CPUs. Taking given IDs as logical ID in cpuset
[likwid-pin] Main PID -> hwthread 0 - OK
ISA,Layout,Stride,Dims,Frequency (GHz),Cache Line Size (B),Vector Width (e),Cache Lines/Gather
avx512,AoS,8,3,2.400000,64,8,8

             N,      Size(kB),       cut CLs,     tot. time,  time/LUP(ms),         cy/it,     cy/gather,       cy/elem
           512,         14.34,             0,  0.3689623820,  0.0004421629,      8.489529,      8.489529,      1.061191
           768,         21.50,             0,  0.4983089321,  0.0004403685,      8.455074,      8.455074,      1.056884
          1152,         32.26,             0,  0.4963452760,  0.0004338191,      8.329327,      8.329327,      1.041166
          1728,         48.38,             0,  0.4959827290,  0.0004334113,      8.321496,      8.321496,      1.040187
          2592,         72.58,             0,  0.4989175920,  0.0004363412,      8.377751,      8.377751,      1.047219
          3888,        108.86,             0,  0.4988360790,  0.0004383992,      8.417264,      8.417264,      1.052158
          5832,        163.30,             0,  0.4993781400,  0.0004859525,      9.330287,      9.330287,      1.166286
          8752,        245.06,             0,  0.4980932911,  0.0006738091,     12.937135,     12.937135,      1.617142
         13128,        367.58,             0,  0.4998781400,  0.0006937642,     13.320273,     13.320273,      1.665034
         19696,        551.49,             0,  0.4968414850,  0.0007069928,     13.574261,     13.574261,      1.696783
         29544,        827.23,             0,  0.4904826869,  0.0007103577,     13.638868,     13.638868,      1.704858
         44320,       1240.96,             0,  0.4924710849,  0.0007126090,     13.682093,     13.682093,      1.710262
         66480,       1861.44,             0,  0.4892192469,  0.0007753549,     14.886815,     14.886815,      1.860852
         99720,       2792.16,             0,  0.3909845720,  0.0011906541,     22.860559,     22.860559,      2.857570
        149584,       4188.35,             0,  0.4979249580,  0.0021671428,     41.609143,     41.609143,      5.201143
        224376,       6282.53,             0,  0.4966055279,  0.0030443932,     58.452349,     58.452349,      7.306544
        336568,       9423.90,             0,  0.4964276301,  0.0031516448,     60.511581,     60.511581,      7.563948
        504856,      14135.97,             0,  0.4977680979,  0.0031601300,     60.674495,     60.674495,      7.584312
        757288,      21204.06,             0,  0.4970364349,  0.0031554683,     60.584991,     60.584991,      7.573124
       1135936,      31806.21,             0,  0.4928094239,  0.0031666829,     60.800311,     60.800311,      7.600039
       1703904,      47709.31,             0,  0.4914303820,  0.0032406108,     62.219727,     62.219727,      7.777466
       2555856,      71563.97,             0,  0.4926323220,  0.0031597788,     60.667754,     60.667754,      7.583469
       3833784,     107345.95,             0,  0.4949673619,  0.0034893714,     66.995931,     66.995931,      8.374491
       5750680,     161019.04,             0,  0.4917394039,  0.0040718945,     78.180374,     78.180374,      9.772547
       8626024,     241528.67,             0,  0.4825027460,  0.0046613089,     89.497130,     89.497130,     11.187141
      12939040,     362293.12,             0,  0.4719067320,  0.0052102202,    100.036228,    100.036228,     12.504528
      19408560,     543439.68,             0,  0.4291395310,  0.0055277096,    106.132024,    106.132024,     13.266503
