[likwid-pin] Main PID -> hwthread 0 - OK
ISA,Layout,Stride,Dims,Frequency (GHz),Cache Line Size (B),Vector Width (e),Cache Lines/Gather
         99720,       2792.16,         24930,  0.4999322799,  0.0020387801,     39.144577,     13.048192,      1.631024
        149584,       4188.35,         37396,  0.4988690090,  0.0019994260,     38.388979,     12.796326,      1.599541
        224376,       6282.53,         56094,  0.4978681779,  0.0020008126,     38.415603,     12.805201,      1.600650
        336568,       9423.90,         84142,  0.4973654770,  0.0020132919,     38.655205,     12.885068,      1.610634
        504856,      14135.97,        126214,  0.4951643849,  0.0020181136,     38.747781,     12.915927,      1.614491
        757288,      21204.06,        189322,  0.4951043630,  0.0020178583,     38.742880,     12.914293,      1.614287
       1135936,      31806.21,        283984,  0.4937428869,  0.0020697967,     39.740097,     13.246699,      1.655837
       1703904,      47709.31,        425976,  0.4862455239,  0.0023391101,     44.910914,     14.970305,      1.871288
       2555856,      71563.97,        638964,  0.4915437090,  0.0030050091,     57.696174,     19.232058,      2.404007
       3833784,     107345.95,        958446,  0.4809325270,  0.0035841689,     68.816043,     22.938681,      2.867335
       5750680,     161019.04,       1437670,  0.4935820830,  0.0039013733,     74.906367,     24.968789,      3.121099
       8626024,     241528.67,       2156506,  0.4819174111,  0.0039905607,     76.618765,     25.539588,      3.192449
      12939040,     362293.12,       3234760,  0.4708791981,  0.0040435698,     77.636539,     25.878846,      3.234856
      19408560,     543439.68,       4852140,  0.4734265030,  0.0040654442,     78.056528,     26.018843,      3.252355
INFO: You are running LIKWID in a cpuset with 1 CPUs. Taking given IDs as logical ID in cpuset
[likwid-pin] Main PID -> hwthread 0 - OK
ISA,Layout,Stride,Dims,Frequency (GHz),Cache Line Size (B),Vector Width (e),Cache Lines/Gather
avx512,AoS,3,3,2.400000,64,8,8

             N,      Size(kB),       cut CLs,     tot. time,  time/LUP(ms),         cy/it,     cy/gather,       cy/elem
           512,         14.34,           128,  0.4565864441,  0.0011912286,     22.871589,      7.623863,      0.952983
           768,         21.50,           192,  0.4998869210,  0.0011840300,     22.733375,      7.577792,      0.947224
          1152,         32.26,           288,  0.4997999540,  0.0011898019,     22.844197,      7.614732,      0.951842
          1728,         48.38,           432,  0.5000082661,  0.0011920975,     22.888272,      7.629424,      0.953678
          2592,         72.58,           648,  0.5002949870,  0.0014292752,     27.442084,      9.147361,      1.143420
          3888,        108.86,           972,  0.5002880900,  0.0014255871,     27.371273,      9.123758,      1.140470
          5832,        163.30,          1458,  0.4987372471,  0.0014251468,     27.362819,      9.120940,      1.140117
          8752,        245.06,          2188,  0.4992074430,  0.0014247700,     27.355584,      9.118528,      1.139816
         13128,        367.58,          3282,  0.5001895949,  0.0014301094,     27.458100,      9.152700,      1.144088
         19696,        551.49,          4924,  0.4967772180,  0.0014322680,     27.499545,      9.166515,      1.145814
         29544,        827.23,          7386,  0.4949226821,  0.0014324116,     27.502303,      9.167434,      1.145929
         44320,       1240.96,         11080,  0.4915952130,  0.0017715940,     34.014604,     11.338201,      1.417275
         66480,       1861.44,         16620,  0.2637067100,  0.0026586511,     51.046101,     17.015367,      2.126921
         99720,       2792.16,         24930,  0.4980921930,  0.0029261322,     56.181738,     18.727246,      2.340906
        149584,       4188.35,         37396,  0.4990011831,  0.0028222726,     54.187634,     18.062545,      2.257818
        224376,       6282.53,         56094,  0.4984229770,  0.0028225843,     54.193618,     18.064539,      2.258067
        336568,       9423.90,         84142,  0.4978334070,  0.0028336141,     54.405392,     18.135131,      2.266891
        504856,      14135.97,        126214,  0.4968330229,  0.0028360472,     54.452107,     18.150702,      2.268838
        757288,      21204.06,        189322,  0.4944794361,  0.0028389603,     54.508038,     18.169346,      2.271168
       1135936,      31806.21,        283984,  0.4924308910,  0.0028900155,     55.488297,     18.496099,      2.312012
       1703904,      47709.31,        425976,  0.4908380250,  0.0032007413,     61.454232,     20.484744,      2.560593
       2555856,      71563.97,        638964,  0.4825065330,  0.0041040154,     78.797096,     26.265699,      3.283212
       3833784,     107345.95,        958446,  0.4867004590,  0.0050780165,     97.497917,     32.499306,      4.062413
       5750680,     161019.04,       1437670,  0.4725773790,  0.0054785101,    105.187394,     35.062465,      4.382808
       8626024,     241528.67,       2156506,  0.4494135530,  0.0057888593,    111.146098,     37.048699,      4.631087
      12939040,     362293.12,       3234760,  0.4535274910,  0.0058418488,    112.163497,     37.387832,      4.673479
      19408560,     543439.68,       4852140,  0.4567083741,  0.0058828215,    112.950172,     37.650057,      4.706257
INFO: You are running LIKWID in a cpuset with 1 CPUs. Taking given IDs as logical ID in cpuset
[likwid-pin] Main PID -> hwthread 0 - OK
ISA,Layout,Stride,Dims,Frequency (GHz),Cache Line Size (B),Vector Width (e),Cache Lines/Gather
avx512,AoS,4,3,2.400000,64,8,8

             N,      Size(kB),       cut CLs,     tot. time,  time/LUP(ms),         cy/it,     cy/gather,       cy/elem
           512,         14.34,             0,  0.4593585579,  0.0011992860,     23.026292,      7.675431,      0.959429
           768,         21.50,             0,  0.5002416250,  0.0011933121,     22.911592,      7.637197,      0.954650
          1152,         32.26,             0,  0.4998566441,  0.0011978339,     22.998410,      7.666137,      0.958267
          1728,         48.38,             0,  0.4999301340,  0.0011972184,     22.986593,      7.662198,      0.957775
          2592,         72.58,             0,  0.4988578201,  0.0011998714,     23.037532,      7.679177,      0.959897
          3888,        108.86,             0,  0.4997716671,  0.0014288329,     27.433592,      9.144531,      1.143066
          5832,        163.30,             0,  0.5000129619,  0.0014288636,     27.434182,      9.144727,      1.143091
          8752,        245.06,             0,  0.5004261620,  0.0014287836,     27.432646,      9.144215,      1.143027
         13128,        367.58,             0,  0.4957899579,  0.0014505796,     27.851129,      9.283710,      1.160464
         19696,        551.49,             0,  0.4976131620,  0.0014652988,     28.133736,      9.377912,      1.172239
         29544,        827.23,             0,  0.4968190551,  0.0014636820,     28.102694,      9.367565,      1.170946
         44320,       1240.96,             0,  0.4612277170,  0.0016701593,     32.067058,     10.689019,      1.336127
         66480,       1861.44,             0,  0.3788262530,  0.0021791010,     41.838740,     13.946247,      1.743281
         99720,       2792.16,             0,  0.4988125671,  0.0029511101,     56.661314,     18.887105,      2.360888
        149584,       4188.35,             0,  0.4989373090,  0.0030267688,     58.113960,     19.371320,      2.421415
        224376,       6282.53,             0,  0.4984092519,  0.0030387314,     58.343643,     19.447881,      2.430985
        336568,       9423.90,             0,  0.4976581400,  0.0030613371,     58.777673,     19.592558,      2.449070
        504856,      14135.97,             0,  0.4979264580,  0.0030725054,     58.992103,     19.664034,      2.458004
        757288,      21204.06,             0,  0.4959754650,  0.0030748187,     59.036519,     19.678840,      2.459855
       1135936,      31806.21,             0,  0.4933807279,  0.0031024178,     59.566422,     19.855474,      2.481934
       1703904,      47709.31,             0,  0.4902778231,  0.0033457900,     64.239167,     21.413056,      2.676632
       2555856,      71563.97,             0,  0.4819826151,  0.0041906605,     80.460682,     26.820227,      3.352528
       3833784,     107345.95,             0,  0.4840597380,  0.0052609004,    101.009288,     33.669763,      4.208720
       5750680,     161019.04,             0,  0.4736849030,  0.0058835887,    112.964903,     37.654968,      4.706871
       8626024,     241528.67,             0,  0.4825379280,  0.0062155317,    119.338208,     39.779403,      4.972425
      12939040,     362293.12,             0,  0.4991118941,  0.0064290176,    123.437138,     41.145713,      5.143214
      19408560,     543439.68,             0,  0.3779399550,  0.0064909496,    124.626233,     41.542078,      5.192760
INFO: You are running LIKWID in a cpuset with 1 CPUs. Taking given IDs as logical ID in cpuset
[likwid-pin] Main PID -> hwthread 0 - OK
ISA,Layout,Stride,Dims,Frequency (GHz),Cache Line Size (B),Vector Width (e),Cache Lines/Gather
avx512,AoS,5,3,2.400000,64,8,8

             N,      Size(kB),       cut CLs,     tot. time,  time/LUP(ms),         cy/it,     cy/gather,       cy/elem
           512,         14.34,           128,  0.4264164640,  0.0012120557,     23.271469,      7.757156,      0.969645
           768,         21.50,           192,  0.4999011430,  0.0012013653,     23.066214,      7.688738,      0.961092
          1152,         32.26,           288,  0.4982945720,  0.0012104848,     23.241308,      7.747103,      0.968388
          1728,         48.38,           432,  0.4998831180,  0.0012132827,     23.295028,      7.765009,      0.970626
          2592,         72.58,           648,  0.5002385731,  0.0013861373,     26.613835,      8.871278,      1.108910
          3888,        108.86,           972,  0.4998519709,  0.0014882359,     28.574130,      9.524710,      1.190589
          5832,        163.30,          1458,  0.5002286460,  0.0014871797,     28.553850,      9.517950,      1.189744
          8752,        245.06,          2188,  0.4985738670,  0.0014875405,     28.560777,      9.520259,      1.190032
         13128,        367.58,          3282,  0.4992537569,  0.0015010732,     28.820605,      9.606868,      1.200859
         19696,        551.49,          4924,  0.4971320360,  0.0015128419,     29.046564,      9.682188,      1.210273
         29544,        827.23,          7386,  0.4960588610,  0.0015153891,     29.095471,      9.698490,      1.212311
         44320,       1240.96,         11080,  0.4931957501,  0.0016345568,     31.383491,     10.461164,      1.307645
         66480,       1861.44,         16620,  0.3315695430,  0.0024129212,     46.328087,     15.442696,      1.930337
         99720,       2792.16,         24930,  0.4967237411,  0.0036226798,     69.555452,     23.185151,      2.898144
        149584,       4188.35,         37396,  0.4990308780,  0.0036540249,     70.157277,     23.385759,      2.923220
        224376,       6282.53,         56094,  0.4982479390,  0.0036583093,     70.239538,     23.413179,      2.926647
        336568,       9423.90,         84142,  0.4971481740,  0.0036835677,     70.724499,     23.574833,      2.946854
        504856,      14135.97,        126214,  0.4979202379,  0.0036938648,     70.922204,     23.640735,      2.955092
        757288,      21204.06,        189322,  0.4981437590,  0.0036955035,     70.953667,     23.651222,      2.956403
       1135936,      31806.21,        283984,  0.4942044490,  0.0037831621,     72.636712,     24.212237,      3.026530
       1703904,      47709.31,        425976,  0.4912228070,  0.0043028737,     82.615175,     27.538392,      3.442299
       2555856,      71563.97,        638964,  0.4897069001,  0.0054743404,    105.107335,     35.035778,      4.379472
       3833784,     107345.95,        958446,  0.4962334669,  0.0064718496,    124.259512,     41.419837,      5.177480
       5750680,     161019.04,       1437670,  0.4725506450,  0.0068477503,    131.476805,     43.825602,      5.478200
       8626024,     241528.67,       2156506,  0.4438983320,  0.0073514805,    141.148426,     47.049475,      5.881184
      12939040,     362293.12,       3234760,  0.4888903691,  0.0075568260,    145.091059,     48.363686,      6.045461
      19408560,     543439.68,       4852140,  0.4453790460,  0.0076491858,    146.864368,     48.954789,      6.119349
INFO: You are running LIKWID in a cpuset with 1 CPUs. Taking given IDs as logical ID in cpuset
[likwid-pin] Main PID -> hwthread 0 - OK
ISA,Layout,Stride,Dims,Frequency (GHz),Cache Line Size (B),Vector Width (e),Cache Lines/Gather
avx512,AoS,6,3,2.400000,64,8,8

             N,      Size(kB),       cut CLs,     tot. time,  time/LUP(ms),         cy/it,     cy/gather,       cy/elem
           512,         14.34,           128,  0.3782631510,  0.0012198124,     23.420397,      7.806799,      0.975850
           768,         21.50,           192,  0.4998990981,  0.0012188715,     23.402333,      7.800778,      0.975097
          1152,         32.26,           288,  0.5000692740,  0.0012073122,     23.180395,      7.726798,      0.965850
          1728,         48.38,           432,  0.5000652471,  0.0012120726,     23.271794,      7.757265,      0.969658
          2592,         72.58,           648,  0.5002404831,  0.0012142570,     23.313735,      7.771245,      0.971406
          3888,        108.86,           972,  0.4988273440,  0.0014960612,     28.724375,      9.574792,      1.196849
          5832,        163.30,          1458,  0.4994169479,  0.0014992980,     28.786523,      9.595508,      1.199438
          8752,        245.06,          2188,  0.4997554211,  0.0014990511,     28.781781,      9.593927,      1.199241
         13128,        367.58,          3282,  0.5000640861,  0.0015182516,     29.150431,      9.716810,      1.214601
         19696,        551.49,          4924,  0.4972126849,  0.0015316314,     29.407322,      9.802441,      1.225305
         29544,        827.23,          7386,  0.4970702589,  0.0015341246,     29.455193,      9.818398,      1.227300
         44320,       1240.96,         11080,  0.4909650099,  0.0019585803,     37.604742,     12.534914,      1.566864
         66480,       1861.44,         16620,  0.3790668111,  0.0020779766,     39.897150,     13.299050,      1.662381
         99720,       2792.16,         24930,  0.4991361221,  0.0030840273,     59.213324,     19.737775,      2.467222
        149584,       4188.35,         37396,  0.4993148700,  0.0037463785,     71.930467,     23.976822,      2.997103
        224376,       6282.53,         56094,  0.4982899240,  0.0037576664,     72.147195,     24.049065,      3.006133
        336568,       9423.90,         84142,  0.4977006139,  0.0037916719,     72.800100,     24.266700,      3.033338
        504856,      14135.97,        126214,  0.4981557720,  0.0038097623,     73.147436,     24.382479,      3.047810
        757288,      21204.06,        189322,  0.4985857400,  0.0038056836,     73.069124,     24.356375,      3.044547
       1135936,      31806.21,        283984,  0.4971411910,  0.0038729995,     74.361591,     24.787197,      3.098400
       1703904,      47709.31,        425976,  0.4914788860,  0.0040625750,     78.001440,     26.000480,      3.250060
       2555856,      71563.97,        638964,  0.4842040190,  0.0047362216,     90.935455,     30.311818,      3.788977
       3833784,     107345.95,        958446,  0.4931484280,  0.0058469224,    112.260911,     37.420304,      4.677538
       5750680,     161019.04,       1437670,  0.4913033200,  0.0071194960,    136.694323,     45.564774,      5.695597
       8626024,     241528.67,       2156506,  0.4547919340,  0.0075318914,    144.612316,     48.204105,      6.025513
      12939040,     362293.12,       3234760,  0.4024136150,  0.0077751830,    149.283513,     49.761171,      6.220146
      19408560,     543439.68,       4852140,  0.4584940990,  0.0078744310,    151.189075,     50.396358,      6.299545
INFO: You are running LIKWID in a cpuset with 1 CPUs. Taking given IDs as logical ID in cpuset
[likwid-pin] Main PID -> hwthread 0 - OK
ISA,Layout,Stride,Dims,Frequency (GHz),Cache Line Size (B),Vector Width (e),Cache Lines/Gather
avx512,AoS,7,3,2.400000,64,8,8

             N,      Size(kB),       cut CLs,     tot. time,  time/LUP(ms),         cy/it,     cy/gather,       cy/elem
           512,         14.34,           128,  0.4654578769,  0.0012321565,     23.657406,      7.885802,      0.985725
           768,         21.50,           192,  0.4997555511,  0.0012299730,     23.615482,      7.871827,      0.983978
          1152,         32.26,           288,  0.4997259510,  0.0012149174,     23.326413,      7.775471,      0.971934
          1728,         48.38,           432,  0.4995882120,  0.0012281903,     23.581254,      7.860418,      0.982552
          2592,         72.58,           648,  0.5000344559,  0.0013706670,     26.316807,      8.772269,      1.096534
          3888,        108.86,           972,  0.5000124070,  0.0014952390,     28.708589,      9.569530,      1.196191
          5832,        163.30,          1458,  0.4957082210,  0.0015108872,     29.009034,      9.669678,      1.208710
          8752,        245.06,          2188,  0.5003296240,  0.0015101694,     28.995252,      9.665084,      1.208135
         13128,        367.58,          3282,  0.4998512440,  0.0015334972,     29.443146,      9.814382,      1.226798
         19696,        551.49,          4924,  0.4971009580,  0.0015481951,     29.725345,      9.908448,      1.238556
         29544,        827.23,          7386,  0.4952426050,  0.0015512570,     29.784134,      9.928045,      1.241006
         44320,       1240.96,         11080,  0.4897514631,  0.0021671600,     41.609472,     13.869824,      1.733728
         66480,       1861.44,         16620,  0.3369290810,  0.0023616621,     45.343913,     15.114638,      1.889330
         99720,       2792.16,         24930,  0.4994437860,  0.0034829357,     66.872366,     22.290789,      2.786349
        149584,       4188.35,         37396,  0.4602862520,  0.0038754520,     74.408678,     24.802893,      3.100362
        224376,       6282.53,         56094,  0.4985359890,  0.0038641348,     74.191388,     24.730463,      3.091308
        336568,       9423.90,         84142,  0.4980438460,  0.0039044112,     74.964694,     24.988231,      3.123529
        504856,      14135.97,        126214,  0.4969143261,  0.0039213921,     75.290729,     25.096910,      3.137114
        757288,      21204.06,        189322,  0.4962696120,  0.0039241006,     75.342732,     25.114244,      3.139281
       1135936,      31806.21,        283984,  0.4966138341,  0.0040108688,     77.008680,     25.669560,      3.208695
       1703904,      47709.31,        425976,  0.4951593450,  0.0046127435,     88.564676,     29.521559,      3.690195
       2555856,      71563.97,        638964,  0.4935262210,  0.0060342580,    115.857753,     38.619251,      4.827406
       3833784,     107345.95,        958446,  0.4908075511,  0.0067379843,    129.369298,     43.123099,      5.390387
       5750680,     161019.04,       1437670,  0.4644420469,  0.0073420890,    140.968108,     46.989369,      5.873671
       8626024,     241528.67,       2156506,  0.4669125410,  0.0077326230,    148.466362,     49.488787,      6.186098
      12939040,     362293.12,       3234760,  0.4115925190,  0.0079525320,    152.688615,     50.896205,      6.362026
      19408560,     543439.68,       4852140,  0.4727604691,  0.0081194495,    155.893431,     51.964477,      6.495560
INFO: You are running LIKWID in a cpuset with 1 CPUs. Taking given IDs as logical ID in cpuset
[likwid-pin] Main PID -> hwthread 0 - OK
ISA,Layout,Stride,Dims,Frequency (GHz),Cache Line Size (B),Vector Width (e),Cache Lines/Gather
avx512,AoS,8,3,2.400000,64,8,8

             N,      Size(kB),       cut CLs,     tot. time,  time/LUP(ms),         cy/it,     cy/gather,       cy/elem
           512,         14.34,             0,  0.4661555100,  0.0012367708,     23.746000,      7.915333,      0.989417
           768,         21.50,             0,  0.5022109160,  0.0012459021,     23.921321,      7.973774,      0.996722
          1152,         32.26,             0,  0.5000015020,  0.0012227308,     23.476431,      7.825477,      0.978185
          1728,         48.38,             0,  0.5000541320,  0.0012381618,     23.772707,      7.924236,      0.990529
          2592,         72.58,             0,  0.5007373560,  0.0012296129,     23.608567,      7.869522,      0.983690
          3888,        108.86,             0,  0.5000667491,  0.0012250149,     23.520286,      7.840095,      0.980012
          5832,        163.30,             0,  0.4989045690,  0.0014549638,     27.935305,      9.311768,      1.163971
          8752,        245.06,             0,  0.4995555191,  0.0014819944,     28.454292,      9.484764,      1.185595
         13128,        367.58,             0,  0.5002278839,  0.0015189911,     29.164629,      9.721543,      1.215193
         19696,        551.49,             0,  0.4990095450,  0.0015435347,     29.635866,      9.878622,      1.234828
         29544,        827.23,             0,  0.4990101680,  0.0015502897,     29.765563,      9.921854,      1.240232
         44320,       1240.96,             0,  0.4963231259,  0.0015529922,     29.817450,      9.939150,      1.242394
         66480,       1861.44,             0,  0.4733705811,  0.0016977816,     32.597407,     10.865802,      1.358225
         99720,       2792.16,             0,  0.4358938951,  0.0022347537,     42.907271,     14.302424,      1.787803
        149584,       4188.35,             0,  0.4640250930,  0.0030502495,     58.564791,     19.521597,      2.440200
        224376,       6282.53,             0,  0.4990701861,  0.0035138362,     67.465655,     22.488552,      2.811069
        336568,       9423.90,             0,  0.4984479500,  0.0036033394,     69.184116,     23.061372,      2.882672
        504856,      14135.97,             0,  0.4978353489,  0.0036253447,     69.606618,     23.202206,      2.900276
        757288,      21204.06,             0,  0.4974842110,  0.0036294403,     69.685253,     23.228418,      2.903552
       1135936,      31806.21,             0,  0.4942578371,  0.0036563919,     70.202725,     23.400908,      2.925114
       1703904,      47709.31,             0,  0.4923449720,  0.0038019884,     72.998178,     24.332726,      3.041591
       2555856,      71563.97,             0,  0.5037757059,  0.0041063844,     78.842580,     26.280860,      3.285108
       3833784,     107345.95,             0,  0.4924255710,  0.0045872766,     88.075710,     29.358570,      3.669821
       5750680,     161019.04,             0,  0.4772584910,  0.0055327775,    106.229327,     35.409776,      4.426222
       8626024,     241528.67,             0,  0.4466128120,  0.0064718811,    124.260117,     41.420039,      5.177505
      12939040,     362293.12,             0,  0.4518694580,  0.0069845902,    134.104131,     44.701377,      5.587672
      19408560,     543439.68,             0,  0.4220783160,  0.0072490062,    139.180919,     46.393640,      5.799205
