size,bandwidth
207873,137.5
208897,141.4
209921,141.3
210945,168.1
211969,170.5
212993,165.9
214017,164.6
215041,170.7
216065,169.3
217089,176.7
218113,174.9
219137,174.3
220161,177.9
221185,174.9
222209,172.4
223233,170.1
224257,178.7
225281,181.5
226305,174.4
227329,187.1
228353,191.1
229377,189.1
230401,186.1
231425,189.8
232449,194.5
233473,192.0
234497,185.1
235521,189.5
236545,188.5
237569,187.1
238593,181.6
239617,193.9
240641,195.9
241665,198.2
242689,196.2
243713,199.1
244737,216.1
245761,198.8
246785,196.3
247809,203.6
248833,205.8
249857,199.6
250881,199.5
251905,199.9
252929,189.3
253953,179.4
254977,203.4
256001,207.4
257025,197.2
258049,200.0
259073,195.7
260097,204.9
261121,208.7
262145,208.3
263169,204.7
264193,206.9
265217,204.6
266241,210.2
267265,248.9
268289,219.1
269313,219.0
270337,218.0
271361,220.7
272385,220.7
273409,229.3
274433,231.1
275457,232.0
276481,227.9
277505,224.4
278529,235.9
279553,234.4
280577,212.1
281601,238.9
282625,235.1
283649,238.9
284673,221.0
285697,232.1
286721,237.3
287745,237.0
288769,229.4
289793,229.8
290817,235.3
291841,224.8
292865,229.5
293889,242.3
294913,246.3
295937,269.6
296961,266.2
297985,233.1
299009,243.0
300033,245.9
301057,250.3
302081,244.4
303105,241.8
304129,243.1
305153,250.3
306177,251.6
307201,247.9
308225,251.3
309249,251.3
310273,244.3
311297,292.3
312321,251.5
313345,250.1
314369,249.2
315393,261.6
316417,243.5
317441,286.4
318465,259.4
319489,267.1
320513,261.2
321537,261.5
322561,262.1
323585,294.6
324609,268.5
325633,275.7
326657,268.0
327681,277.2
328705,281.0
329729,270.5
330753,271.1
331777,279.7
332801,285.5
333825,264.9
334849,248.9
335873,317.1
336897,274.5
337921,272.8
338945,280.5
339969,277.6
340993,280.4
342017,276.0
343041,287.7
344065,287.8
345089,287.1
346113,279.4
347137,269.2
348161,261.8
349185,285.1
350209,299.4
351233,290.2
352257,281.0
353281,272.3
354305,291.1
355329,295.8
356353,294.2
357377,278.0
358401,292.0
359425,292.8
360449,302.4
361473,300.0
362497,301.8
363521,306.8
364545,298.2
365569,309.6
366593,300.7
367617,312.3
368641,299.6
369665,323.0
370689,306.9
371713,323.6
372737,319.3
373761,319.1
374785,313.8
375809,311.1
376833,322.6
377857,321.5
378881,312.7
379905,315.6
380929,323.7
381953,320.3
382977,318.4
384001,320.1
385025,328.1
386049,326.8
387073,371.8
388097,328.4
389121,329.0
390145,329.1
391169,316.0
392193,320.5
393217,330.2
394241,330.2
395265,332.4
396289,317.8
397313,329.9
398337,334.3
399361,315.5
400385,316.8
401409,333.7
402433,339.8
403457,336.8
404481,333.9
405505,362.8
406529,346.5
407553,347.2
408577,351.1
409601,346.8
410625,397.4
411649,341.9
412673,361.3
413697,362.3
414721,366.6
415745,369.7
416769,348.1
417793,362.8
418817,334.2
419841,343.2
420865,350.3
421889,364.0
422913,357.9
423937,366.0
424961,359.1
425985,365.6
427009,406.5
428033,367.7
429057,363.1
430081,359.5
431105,315.6
432129,348.0
433153,367.7
434177,336.6
435201,354.6
436225,352.2
437249,348.3
438273,364.2
439297,363.0
440321,360.0
441345,367.1
442369,375.1
443393,371.1
444417,375.1
445441,316.9
446465,385.5
447489,389.6
448513,391.2
449537,388.1
450561,384.6
451585,400.5
452609,404.5
453633,406.6
454657,404.9
455681,400.6
456705,378.0
457729,377.3
458753,389.6
459777,398.0
460801,396.3
461825,391.1
462849,382.2
463873,405.1
464897,402.8
465921,394.8
466945,423.0
467969,405.6
468993,388.5
470017,395.6
471041,357.5
472065,397.1
473089,397.2
474113,404.4
475137,402.1
476161,415.9
477185,410.0
478209,448.0
479233,388.9
480257,406.9
481281,415.8
482305,417.4
483329,424.7
484353,414.4
485377,404.1
486401,433.0
487425,344.5
488449,362.2
489473,359.2
490497,359.3
491521,343.0
492545,360.0
493569,364.1
494593,415.9
495617,442.2
496641,425.8
497665,429.4
498689,420.7
499713,441.7
500737,449.5
501761,419.2
502785,441.0
503809,431.9
504833,430.0
505857,444.1
506881,428.3
507905,429.0
508929,434.4
509953,452.7
510977,435.6
512001,435.0
513025,440.9
514049,448.2
515073,421.9
516097,427.7
517121,421.1
518145,454.3
519169,455.7
520193,457.1
521217,473.4
522241,453.4
523265,471.4
524289,479.0
525313,480.6
526337,482.3
527361,434.3
528385,462.8
529409,463.4
530433,467.3
531457,471.1
532481,466.3
533505,453.9
534529,454.6
535553,483.5
536577,470.5
537601,470.9
538625,461.0
539649,470.1
540673,488.7
541697,476.8
542721,453.3
543745,475.2
544769,465.4
545793,464.9
546817,432.5
547841,480.5
548865,488.5
549889,487.3
550913,495.5
551937,499.2
552961,485.5
553985,493.9
555009,485.7
556033,492.0
557057,501.6
558081,499.7
559105,501.4
560129,496.6
561153,497.4
562177,500.2
563201,495.0
564225,489.7
565249,491.8
566273,503.9
567297,503.3
568321,509.5
569345,500.3
570369,463.7
571393,512.0
572417,504.4
573441,489.6
574465,493.5
575489,497.8
576513,510.1
577537,492.4
578561,513.8
579585,511.2
580609,507.3
581633,514.0
582657,510.8
583681,515.8
584705,518.0
585729,517.0
586753,518.9
587777,517.3
588801,519.0
589825,514.6
590849,517.1
591873,519.3
592897,524.1
593921,524.9
594945,516.9
595969,522.8
596993,512.7
598017,525.4
599041,522.3
600065,467.5
601089,449.3
602113,508.3
603137,470.5
604161,456.1
605185,478.7
606209,533.1
607233,501.8
608257,530.7
609281,532.9
610305,534.1
611329,532.7
612353,532.2
613377,536.1
614401,537.7
615425,534.7
616449,537.3
617473,542.9
618497,541.1
619521,522.1
620545,537.9
621569,542.1
622593,537.1
623617,544.9
624641,546.3
625665,546.9
626689,535.1
627713,548.2
628737,544.2
629761,547.5
630785,546.7
631809,551.3
632833,540.2
633857,552.1
634881,547.8
635905,545.9
636929,552.5
637953,555.2
638977,555.9
640001,556.6
641025,553.7
642049,548.3
643073,559.4
644097,559.3
645121,552.5
646145,557.4
647169,564.3
648193,559.9
649217,563.6
650241,560.3
651265,564.2
652289,565.0
653313,564.1
654337,567.0
655361,566.1
656385,569.3
657409,570.0
658433,567.5
659457,566.7
660481,567.4
661505,574.1
662529,572.2
663553,550.7
664577,572.8
665601,568.3
666625,567.9
667649,578.2
668673,573.5
669697,580.5
670721,580.4
671745,581.1
672769,582.0
673793,576.7
674817,579.7
675841,584.7
676865,567.4
677889,583.8
678913,584.4
679937,583.1
680961,580.4
681985,583.5
683009,567.5
684033,587.8
685057,585.0
686081,587.0
687105,582.8
688129,590.0
689153,592.8
690177,589.9
691201,592.7
692225,594.4
693249,591.1
694273,592.5
695297,596.7
696321,590.1
697345,594.4
698369,598.3
699393,595.9
700417,596.8
701441,600.5
702465,602.3
703489,598.8
704513,601.5
705537,600.4
706561,604.3
707585,602.1
708609,599.8
709633,600.7
710657,605.5
711681,605.1
712705,599.8
713729,604.1
714753,602.8
715777,604.9
716801,602.6
717825,608.0
718849,608.0
719873,606.4
720897,615.9
721921,599.4
722945,612.6
723969,618.2
724993,610.9
726017,614.6
727041,617.5
728065,616.2
729089,617.0
730113,605.5
731137,612.4
732161,610.5
733185,616.2
734209,613.6
735233,613.1
736257,616.8
737281,608.8
738305,616.9
739329,622.8
740353,622.5
741377,619.3
742401,615.8
743425,620.8
744449,620.4
745473,624.7
746497,629.9
747521,632.6
748545,614.5
749569,633.7
750593,631.9
751617,633.2
752641,630.0
753665,624.0
754689,624.3
755713,627.3
756737,634.4
757761,626.0
758785,632.6
759809,636.0
760833,637.9
761857,634.3
762881,636.7
763905,639.1
764929,640.3
765953,637.4
766977,639.1
768001,646.5
769025,641.6
770049,638.8
771073,643.2
772097,640.7
773121,639.7
774145,644.9
775169,640.1
776193,620.0
777217,632.6
778241,647.5
779265,648.1
780289,644.7
781313,647.3
782337,648.2
783361,649.1
784385,641.8
785409,647.5
786433,650.7
787457,653.2
788481,653.5
789505,650.5
790529,657.3
791553,640.3
792577,655.1
793601,656.2
794625,656.8
795649,653.8
796673,659.8
797697,660.5
798721,657.1
799745,654.7
800769,662.4
801793,619.5
802817,640.2
803841,623.1
804865,620.6
805889,630.5
806913,665.6
807937,664.6
808961,666.8
809985,670.1
811009,669.5
812033,666.3
813057,668.9
814081,673.8
815105,667.2
816129,671.5
817153,672.4
818177,674.5
819201,676.0
820225,669.2
821249,676.7
822273,676.4
823297,673.5
824321,675.4
825345,681.8
826369,679.9
827393,666.8
828417,678.5
829441,682.2
830465,678.8
831489,684.2
832513,684.5
833537,686.5
834561,687.6
835585,685.6
836609,686.1
837633,667.0
838657,681.5
839681,683.9
840705,684.7
841729,689.6
842753,678.9
843777,666.5
844801,688.6
845825,685.8
846849,687.1
847873,696.4
848897,695.6
849921,691.4
850945,695.2
851969,699.3
852993,681.3
854017,701.7
855041,701.3
856065,692.0
857089,695.2
858113,696.3
859137,700.3
860161,701.7
861185,706.0
862209,702.9
863233,704.6
864257,704.4
865281,700.6
866305,707.5
867329,709.4
868353,707.4
869377,705.0
870401,704.8
871425,711.5
872449,710.7
873473,714.5
874497,702.8
875521,709.1
876545,712.1
877569,712.9
878593,680.4
879617,704.2
880641,716.2
881665,718.2
882689,712.8
883713,718.7
884737,720.8
885761,717.8
886785,718.3
887809,720.3
888833,715.9
889857,722.8
890881,721.7
891905,724.7
892929,725.9
893953,727.0
894977,722.2
896001,722.4
897025,730.0
898049,715.5
899073,719.2
900097,728.7
901121,716.5
902145,728.0
903169,727.2
904193,725.2
905217,727.8
906241,730.7
907265,724.7
908289,732.5
909313,729.2
910337,732.4
911361,734.0
912385,738.7
913409,729.1
914433,731.1
915457,731.1
916481,728.6
917505,736.2
918529,731.9
919553,733.7
920577,739.7
921601,728.7
922625,727.5
923649,739.5
924673,738.4
925697,732.2
926721,729.7
927745,736.0
928769,736.7
929793,734.0
930817,740.5
931841,742.0
932865,746.0
933889,742.2
934913,740.7
935937,737.4
936961,739.6
937985,732.9
939009,742.4
940033,740.2
941057,738.3
942081,743.4
943105,742.8
944129,741.6
945153,743.0
946177,746.1
947201,736.8
948225,739.8
949249,745.8
950273,748.0
951297,748.1
952321,747.6
953345,748.4
954369,749.7
955393,751.2
956417,746.4
957441,748.7
958465,752.5
959489,748.8
960513,753.0
961537,745.6
962561,750.4
963585,749.9
964609,754.3
965633,753.9
966657,735.5
967681,750.6
968705,755.4
969729,746.5
970753,748.4
971777,752.9
972801,762.3
973825,738.5
974849,758.4
975873,759.6
976897,752.6
977921,756.1
978945,757.3
979969,753.7
980993,758.1
982017,760.4
983041,759.7
984065,760.7
985089,763.7
986113,763.4
987137,763.9
988161,761.3
989185,761.0
990209,760.9
991233,760.3
992257,767.3
993281,765.2
994305,764.5
995329,771.3
996353,768.9
997377,772.3
998401,767.7
999425,772.5
1000449,772.3
1001473,770.1
1002497,773.1
1003521,758.2
1004545,772.3
1005569,774.8
1006593,781.9
1007617,780.5
1008641,778.2
1009665,764.2
1010689,772.4
1011713,779.8
1012737,776.4
1013761,780.1
1014785,778.5
1015809,768.3
1016833,778.3
1017857,781.3
1018881,781.7
1019905,776.6
1020929,777.1
1021953,781.5
1022977,779.7
1024001,781.0
1025025,779.7
1026049,784.0
1027073,769.6
1028097,782.9
1029121,783.6
1030145,777.1
1031169,788.3
1032193,787.9
1033217,788.4
1034241,789.6
1035265,783.2
1036289,786.6
1037313,789.9
1038337,782.3
1039361,788.2
1040385,790.9
1041409,789.3
1042433,793.5
1043457,788.6
1044481,793.5
1045505,791.2
1046529,790.8
1047553,786.4
